municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,6,6
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
TOCO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,3,3
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,5,5
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,5,5
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,4,4
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,7,7
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,10,10
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-06-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
APOLO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,9,9
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,15,15
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,22,22
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,15,15
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,53,53
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,100,100
LAJA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
MALLA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
OCURI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,6,6
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
POROMA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,16,16
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,7,7
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,7,7
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,5,5
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,6,6
SAN JOAQUIN,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,6,6
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,94,94
SANTIVAÑES,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,9,9
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,5,5
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,5,5
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
URUBICHA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
VACAS,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,2,2
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
VILLA SERRANO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,4,4
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,5,5
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,3,3
YACO,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,13,13
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,8,8
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2006-07-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
ARAMPAMPA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,10,10
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
CHAYANTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,30,30
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
COMANCHE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,6,6
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,48,48
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
FILADELFIA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
HUARACAJE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,8,8
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,77,77
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,8,8
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,10,10
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,8,8
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PADILLA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,12,12
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
PUNA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,10,10
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
SACACA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,112,112
SANTIAGO DE HUARI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,4,4
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,19,19
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TACOBAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TACOPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,15,15
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,16,16
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
VACAS,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
VINTO,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,5,5
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,3,3
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2006-08-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
AYO AYO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,10,10
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
BOLIVAR,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,7,7
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,16,16
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,30,30
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
CUEVO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,62,62
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
HUARACAJE,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,81,81
LAJA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,5,5
LLICA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MACHACAMARCA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MAGDALENA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MAIRANA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,6,6
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,6,6
OCURI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
PAILON,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
PALCA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
PELECHUCO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2006-09-01,2,2
POROMA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
PUERTO PEREZ,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,11,11
PUNA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
QUIME,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,5,5
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,3,3
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,4,4
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2006-09-01,1,1
