municipality,group,variable,month,Primer Control Post Parto,TOTAL
CUEVO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
CURVA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-05-01,27,27
EL CHORO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
FILADELFIA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-05-01,9,9
GUANAY,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
HUACARETA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
INGAVI (HUMAITA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-05-01,10,10
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
LAJA,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
LORETO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MACHACAMARCA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MIZQUE,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MONTERO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
MOROCHATA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
OCURI,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
ORURO,atencion de partos en domicilio,primer control post parto,2023-05-01,8,8
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-05-01,8,8
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
PASORAPA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
PAZÑA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
POCOATA,atencion de partos en domicilio,primer control post parto,2023-05-01,11,11
POROMA,atencion de partos en domicilio,primer control post parto,2023-05-01,7,7
POTOSI,atencion de partos en domicilio,primer control post parto,2023-05-01,17,17
PRESTO,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
PUNA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
PUNATA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
QUIME,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
RAVELO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
REYES,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
SACACA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
SAMAIPATA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-05-01,15,15
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-05-01,13,13
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SANTA ANA,atencion de partos en domicilio,primer control post parto,2023-05-01,36,36
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-05-01,13,13
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SAPAHAQUI,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
SENA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-05-01,10,10
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
SORATA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
SUCRE,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-05-01,11,11
TARABUCO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
TOCO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-05-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2023-05-01,4,4
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
UMALA,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
UNCIA,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
URUBICHA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
VIACHA,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2023-05-01,6,6
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2023-05-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
VITICHI,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
WARNES,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
YACO,atencion de partos en domicilio,primer control post parto,2023-05-01,3,3
YAMPARAEZ,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
YOCALLA,atencion de partos en domicilio,primer control post parto,2023-05-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,primer control post parto,2023-05-01,1,1
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-06-01,13,13
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
ALALAY,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
ALCALA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-06-01,8,8
ANTEQUERA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
APOLO,atencion de partos en domicilio,primer control post parto,2023-06-01,9,9
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
AYATA,atencion de partos en domicilio,primer control post parto,2023-06-01,10,10
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
AZURDUY,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
BOLPEBRA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
BOYUIBE,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
CALAMARCA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
CAPINOTA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CHACARILLA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
CHAQUI,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
CHIMORE,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
CHIPAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CHUMA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-06-01,12,12
CLIZA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
COCAPATA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
COIPASA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-06-01,14,14
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
COMANCHE,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
COPACABANA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CORIPATA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
COROICO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CORQUE,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
COTOCA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CUEVO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
CURVA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-06-01,38,38
EL CHORO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-06-01,16,16
GUANAY,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
LA PAZ,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
LAJA,atencion de partos en domicilio,primer control post parto,2023-06-01,8,8
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
LURIBAY,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
MECAPACA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
MINEROS,atencion de partos en domicilio,primer control post parto,2023-06-01,29,29
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-06-01,16,16
MONTEAGUDO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
ORURO,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
PALCA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
PAZÑA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
POCOATA,atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
POCONA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
POOPO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
POROMA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
PORONGO,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
PORVENIR,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
POTOSI,atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
PRESTO,atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
PUERTO RICO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
PUNA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
PUNATA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
QUIME,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
RAVELO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SABAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SACABA,atencion de partos en domicilio,primer control post parto,2023-06-01,9,9
SACACA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-06-01,13,13
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN JULIAN,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
SAN LORENZO(TJA),atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SAN MATIAS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SAN PEDRO,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-06-01,10,10
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-06-01,8,8
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-06-01,10,10
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
SORATA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
SUCRE,atencion de partos en domicilio,primer control post parto,2023-06-01,7,7
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
TACOPAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-06-01,8,8
TARIJA,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
TARVITA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2023-06-01,4,4
TOCO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
TOLEDO,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
TOMINA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2023-06-01,5,5
TRINIDAD,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
UMALA,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
UNCIA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
URUBICHA,atencion de partos en domicilio,primer control post parto,2023-06-01,2,2
VIACHA,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2023-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2023-06-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
WARNES,atencion de partos en domicilio,primer control post parto,2023-06-01,17,17
YACO,atencion de partos en domicilio,primer control post parto,2023-06-01,3,3
ACACIO,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-07-01,22,22
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
ALALAY,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
ANZALDO,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
ARBIETO,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
ARQUE,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
AYATA,atencion de partos en domicilio,primer control post parto,2023-07-01,7,7
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-07-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
AZURDUY,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
BATALLAS,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
BERMEJO,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
BOLIVAR,atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
CAMARGO,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
CARANAVI,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
CHIMORE,atencion de partos en domicilio,primer control post parto,2023-07-01,3,3
CHOQUE COTA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2023-07-01,3,3
CHUMA,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-07-01,10,10
COLCAPIRHUA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-07-01,7,7
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-07-01,12,12
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-07-01,3,3
COLQUIRI,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
COMANCHE,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
COMBAYA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
COROICO,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
CORQUE,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
COTOCA,atencion de partos en domicilio,primer control post parto,2023-07-01,7,7
CULPINA,atencion de partos en domicilio,primer control post parto,2023-07-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2023-07-01,3,3
CURVA,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-07-01,37,37
EL CHORO,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-07-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-07-01,13,13
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
ICLA,atencion de partos en domicilio,primer control post parto,2023-07-01,5,5
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-07-01,4,4
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-07-01,10,10
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-07-01,2,2
