,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
IXIAMAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,11,0,11,0,11
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,196,13,196,13,209
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,10,0,10,0,10
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,3,0,3,0,3
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
MOCOMOCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,10,0,10,0,10
MOJOCOYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,3,0,3,0,3
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,0,6,0,6
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,111,1,111,1,112
PAILON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,19,0,19,0,19
PALOS BLANCOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,16,210,16,210,226
POCONA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
POJO (CBBA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,42,0,42,0,42
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,60,0,60,0,60
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,16,0,16,0,16
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,0,6,0,6
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
PUERTO ACOSTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,4,0,4,0,4
PUERTO CARABUCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,21,15,21,15,36
PUERTO GONZALO MORENO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
QUIABAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
QUIME,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,7,0,7,0,7
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,13,4,13,4,17
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,114,0,114,0,114
SAN BENITO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,12,18,12,18,30
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,12,0,12,0,12
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,8,0,8,0,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,34,0,34,0,34
SAN LORENZO(PND),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,8,0,8,0,8
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,11,0,11,0,11
SANTA ANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,0,49,0,49,49
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,453,174,453,174,627
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,16,0,16,0,16
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
SANTUARIO DE QUILLACAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,8,0,8,0,8
SENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,9,0,9,0,9
SICA SICA (VILLA AROMA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,55,161,55,161,216
SOPACHUY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,3,6,3,6,9
SORATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,0,1,0,1
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,77,0,77,0,77
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,137,26,137,26,163
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,7,0,7,0,7
TEOPONTE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,1,3,1,3,4
TIPUANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,9,0,9,0,9
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,0,6,0,6
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,17,0,17,0,17
TOTORA(CBBA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,11,0,11,0,11
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,26,0,26,0,26
UMALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,30,5,30,35
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,9,0,9,0,9
URUBICHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,6,0,6,0,6
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,77,8,77,8,85
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,14,0,14,0,14
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,16,0,16,0,16
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,12,0,12,0,12
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,224,6,224,6,230
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,93,0,93,0,93
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,2,0,2,0,2
ZUDAÑEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-08-01,5,0,5,0,5
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,0,5,0,5,5
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,11,0,11,0,11
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,9,0,9,0,9
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
COTOCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,22,0,22,0,22
CUATRO CAÑADAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,11,9,11,9,20
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,16,11,16,11,27
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,4,0,4,0,4
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,8,0,8,0,8
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,162,0,162,0,162
LAS CARRERAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,0,32,0,32,32
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,55,0,55,0,55
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,3,0,3,0,3
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,4,0,4,0,4
PUERTO ACOSTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,10,0,10,0,10
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,0,4,0,4,4
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,23,0,23,0,23
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,1,0,1,0,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,84,44,84,44,128
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,2,0,2,0,2
TOTORA(ORR),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,12,0,12,0,12
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,3,0,3,0,3
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,4,25,4,25,29
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,2,0,2,0,2
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-09-01,3,0,3,0,3
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,3,0,3,3
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,3,0,3,0,3
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,11,4,11,4,15
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,10,0,10,0,10
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,6,0,6,0,6
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,3,0,3,0,3
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,11,0,11,0,11
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,5,0,5,5
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,35,160,35,160,195
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,7,1,7,1,8
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,5,0,5,0,5
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,1,2,1,3
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,1,2,1,3
IXIAMAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,2,0,2,2
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,56,0,56,0,56
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,183,49,183,49,232
LAS CARRERAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,160,0,160,0,160
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,3,0,3,0,3
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,16,22,16,22,38
PUERTO ACOSTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,14,0,14,0,14
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,7,0,7,0,7
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,27,0,27,27
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,3,0,3,0,3
SAN JOAQUIN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,54,0,54,0,54
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,2,0,2,0,2
SORATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,8,0,8,8
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,19,24,19,24,43
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,22,24,22,24,46
TOTORA(ORR),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,21,13,21,13,34
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,5,0,5,0,5
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,15,0,15,0,15
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,14,0,14,0,14
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,0,1,0,1,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,153,11,153,11,164
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,18,0,18,0,18
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-10-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,4,2,4,2,6
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,5,0,5,0,5
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,4,0,4,0,4
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,7,0,7,0,7
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,10,0,10,0,10
CHARAÑA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,22,1,22,23
CORIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
CORO CORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,10,0,10,0,10
CUEVO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,7,0,7,0,7
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,100,8,100,8,108
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,5,0,5,0,5
EL VILLAR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,8,0,8,0,8
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,0,1,0,1,1
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,2,0,2,0,2
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,6,0,6,0,6
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,8,0,8,0,8
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,170,3,170,3,173
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,6,0,6,0,6
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,100,0,100,0,100
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,2,76,2,76,78
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,24,0,24,0,24
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
QUIABAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,8,0,8,0,8
SACABA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,6,0,6,0,6
SAIPINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,6,1,6,7
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,4,0,4,0,4
SAN JOAQUIN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,34,0,34,0,34
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,8,1,8,1,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,10,0,10,0,10
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,2,0,2,0,2
SANTIAGO DE MACHACA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
SICA SICA (VILLA AROMA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
SORATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,0,6,0,6,6
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,0,2,0,2,2
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,33,26,33,26,59
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,8,0,8,0,8
TINGUIPAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,0,1,0,1,1
TOTORA(ORR),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,15,4,15,4,19
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,3,0,3,0,3
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,39,89,39,89,128
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,4,0,4,0,4
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,9,0,9,0,9
WARNES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,0,22,0,22,22
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,96,4,96,4,100
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-11-01,7,0,7,0,7
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
BATALLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,4,0,4,0,4
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,3,2,3,2,5
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,3,0,3,0,3
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,3,0,3,0,3
CHAQUI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,5,0,5,0,5
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,4,0,4,0,4
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,31,0,31,0,31
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,2,0,2,0,2
CORQUE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,14,0,14,0,14
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,82,29,82,29,111
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,30,0,30,0,30
EL VILLAR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,6,0,6,0,6
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,3,0,3,0,3
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,1,0,1,0,1
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,5,0,5,0,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,14,0,14,0,14
LA ASUNTA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,12,0,12,0,12
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,11,1,11,1,12
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,218,1,218,1,219
LLICA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,20,0,20,0,20
MACHARETI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,24,0,24,0,24
MOCOMOCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,0,4,0,4,4
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-12-01,5,8,5,8,13
