,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,2,11,2,11,13
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,40,1,40,1,41
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,0,5,0,5
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,9,5,9,14
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,22,43,22,43,65
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,21,9,21,30
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,33,35,33,35,68
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,33,9,33,42
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,11,4,11,4,15
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,15,109,15,109,124
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,6,5,6,11
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,24,28,24,28,52
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,7,0,7,0,7
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,5,0,5,5
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,373,100,373,100,473
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,19,1,19,20
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,1,5,1,6
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,31,30,31,30,61
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,7,8,7,15
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,13,18,13,18,31
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,6,13,6,13,19
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,17,25,17,25,42
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,30,28,30,28,58
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,18,190,18,190,208
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,4,1,4,5
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,16,69,16,69,85
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,114,140,114,140,254
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,53,160,53,160,213
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,39,71,39,71,110
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,133,328,133,328,461
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,21,4,21,25
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,34,31,34,31,65
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,87,31,87,31,118
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,236,269,236,269,505
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,9,5,9,14
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,42,8,42,50
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,0,5,0,5
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,136,501,136,501,637
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,6,42,6,42,48
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,39,58,39,58,97
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,2,4,2,4,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,26,8,26,34
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,19,8,19,27
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,0,1,0,1
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,33,49,33,49,82
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,58,1,58,59
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,12,16,12,16,28
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,86,85,86,85,171
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,11,8,11,8,19
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,23,35,23,35,58
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,44,251,44,251,295
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,131,14,131,14,145
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,3,9,3,12
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,30,0,30,0,30
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,11,9,11,20
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,45,29,45,29,74
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,1,3,1,4
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,52,130,52,130,182
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,52,148,52,148,200
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,21,212,21,212,233
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,54,43,54,43,97
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,12,98,12,98,110
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,34,0,34,0,34
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,0,4,0,4
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,13,3,13,16
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,73,149,73,149,222
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,2,9,2,9,11
SAN PEDRO DE QUEMES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,7,2,7,2,9
SAN PEDRO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,19,0,19,19
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,10,28,10,28,38
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,2,9,2,11
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,17,0,17,0,17
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,38,445,38,445,483
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3329,1485,3329,1485,4814
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,11,8,11,8,19
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,14,84,14,84,98
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,19,64,19,64,83
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,87,0,87,87
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,60,4,60,64
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,0,3,0,3
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,7,8,7,15
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,6,5,6,11
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,14,1,14,1,15
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,16,58,16,58,74
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,11,10,11,10,21
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,6,58,6,58,64
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,91,102,91,102,193
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,13,3,13,3,16
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,127,4,127,131
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,28,9,28,37
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,387,948,387,948,1335
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,1,0,1,1
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,11,4,11,15
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,7,31,7,31,38
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,7,43,7,43,50
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,33,0,33,0,33
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,35,41,35,41,76
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,147,4,147,151
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,8,0,8,0,8
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,7,4,7,11
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,677,1348,677,1348,2025
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,31,5,31,36
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,17,9,17,26
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,19,200,19,200,219
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,31,300,31,300,331
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,0,5,0,5
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,60,67,60,67,127
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,22,26,22,26,48
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,2,9,2,9,11
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,4,4,4,8
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,4,4,4,8
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,45,28,45,28,73
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,84,15,84,15,99
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,30,52,30,52,82
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,24,33,24,33,57
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,29,0,29,29
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,295,1090,295,1090,1385
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,74,60,74,60,134
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,0,9,0,9,9
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,4,3,4,7
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,90,3,90,93
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,22,57,22,57,79
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,13,22,13,22,35
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,23,1,23,1,24
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,13,23,13,23,36
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,22,48,22,48,70
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,240,214,240,214,454
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,2,38,2,38,40
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,37,34,37,34,71
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,135,73,135,73,208
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,6,1,6,7
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,12,1,12,1,13
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,6,16,6,16,22
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,185,169,185,169,354
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,12,20,12,20,32
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,78,100,78,100,178
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,153,1,153,1,154
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,20,15,20,15,35
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,180,68,180,68,248
YACO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,23,62,23,62,85
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,303,508,303,508,811
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,5,5,5,5,10
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,4,1,4,1,5
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,16,10,16,10,26
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,9,1,9,1,10
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,13,32,13,32,45
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,3,22,3,22,25
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-06-01,1,25,1,25,26
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,9,7,9,7,16
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,63,29,63,29,92
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,17,0,17,0,17
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,44,31,44,31,75
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,2,7,2,7,9
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,3,11,3,11,14
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,38,36,38,36,74
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,11,6,11,6,17
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,1,1,1,1,2
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,2,4,2,4,6
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,2,36,2,36,38
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,14,14,14,14,28
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,11,29,11,29,40
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,10,23,10,23,33
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,12,34,12,34,46
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,11,26,11,26,37
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,53,0,53,0,53
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,20,26,20,26,46
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,2,9,2,9,11
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,7,10,7,10,17
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,19,13,19,13,32
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,16,72,16,72,88
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,6,5,6,5,11
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,7,17,7,17,24
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,4,0,4,0,4
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,0,4,0,4,4
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,0,36,0,36,36
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,99,36,99,36,135
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,27,15,27,15,42
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,7,0,7,0,7
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,4,7,4,7,11
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,9,8,9,8,17
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,18,57,18,57,75
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,22,10,22,10,32
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,6,9,6,9,15
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,29,11,29,11,40
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,14,5,14,5,19
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,2,8,2,8,10
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,1,58,1,58,59
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,23,39,23,39,62
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,8,0,8,0,8
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,38,1,38,1,39
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,26,72,26,72,98
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,13,37,13,37,50
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,18,26,18,26,44
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,113,50,113,50,163
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,34,1,34,1,35
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,24,21,24,21,45
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,10,5,10,5,15
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,0,4,0,4,4
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,63,94,63,94,157
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,11,5,11,5,16
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,9,54,9,54,63
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,3,0,3,0,3
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,5,40,5,40,45
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,33,10,33,10,43
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,4,0,4,0,4
CHUA COCANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,5,20,5,20,25
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,5,19,5,19,24
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,12,8,12,8,20
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,10,222,10,222,232
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,75,12,75,12,87
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,30,319,30,319,349
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,141,28,141,28,169
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,29,34,29,34,63
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,912,179,912,179,1091
COIPASA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,0,3,0,3,3
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,93,44,93,44,137
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,11,29,11,29,40
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,30,39,30,39,69
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,8,0,8,0,8
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,50,99,50,99,149
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2013-07-01,10,0,10,0,10
