,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,9,9,9,18
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,52,6,52,6,58
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,6,3,6,9
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,3,5,3,8
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,50,9,50,59
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,25,2,25,27
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,12,31,12,31,43
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,0,9,0,9
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,6,1,6,7
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,4,0,4,4
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,11,2,11,13
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,59,40,59,40,99
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,27,25,27,25,52
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,2,4,2,6
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,11,2,11,13
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,4,3,4,7
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,39,78,39,78,117
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,21,50,21,50,71
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,3,6,3,9
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,89,10,89,99
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,14,3,14,3,17
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,27,0,27,27
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,3,6,3,9
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,12,5,12,5,17
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,1,2,1,3
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,48,42,48,42,90
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,320,16,320,336
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,52,8,52,60
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,17,9,17,9,26
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,70,147,70,147,217
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,12,16,12,16,28
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,6,8,6,14
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,0,8,0,8
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,5,0,5,5
CHACARILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,35,10,35,10,45
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,1,1,1,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,13,109,13,109,122
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,79,2,79,81
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,28,28,28,28,56
CHUA COCANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,9,0,9,9
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,6,2,6,8
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,146,10,146,156
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,22,30,22,30,52
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,20,273,20,273,293
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,113,32,113,32,145
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,31,2,31,33
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,762,612,762,612,1374
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,73,4,73,4,77
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,32,40,32,40,72
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,0,4,0,4
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,26,10,26,10,36
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,0,6,0,6
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,15,37,15,37,52
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,0,6,0,6
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,46,8,46,54
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,10,1,10,11
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,9,9,9,18
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,0,2,0,2
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,27,26,27,26,53
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,13,0,13,0,13
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,67,3,67,70
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,5,5,5,10
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,12,16,12,16,28
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,47,9,47,56
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,31,33,31,33,64
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,89,239,89,239,328
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,11,25,11,25,36
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,0,2,0,2
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,5,0,5,5
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,33,66,33,66,99
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,0,6,0,6
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,0,5,0,5
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1285,2012,1285,2012,3297
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,22,6,22,28
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,21,3,21,24
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,67,203,67,203,270
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,3,10,3,13
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,21,18,21,18,39
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,47,60,47,60,107
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,11,6,11,6,17
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,2,0,2,2
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,7,0,7,0,7
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,137,9,137,146
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,1,6,1,7
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,18,128,18,128,146
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,4,2,4,6
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,28,25,28,25,53
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,6,2,6,8
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,97,180,97,180,277
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,14,5,14,19
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,0,2,0,2
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,187,16,187,203
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,7,0,7,0,7
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,16,6,16,22
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,7,3,7,10
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,8,0,8,8
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,2,2,2,4
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,17,0,17,17
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,5,0,5,5
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,2,4,2,6
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,3,5,3,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,29,2,29,31
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,6,16,6,22
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,23,3,23,26
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,43,29,43,29,72
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,98,172,98,172,270
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1146,1133,1146,1133,2279
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,14,4,14,18
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,17,10,17,27
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,27,294,27,294,321
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,11,20,11,20,31
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,26,0,26,26
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,21,8,21,29
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,75,4,75,79
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,18,5,18,5,23
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,0,6,0,6
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,8,1,8,9
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,15,240,15,240,255
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,44,55,44,55,99
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,24,32,24,32,56
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,4,6,4,10
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,51,9,51,9,60
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,17,46,17,46,63
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,229,281,229,281,510
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,8,0,8,8
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,42,28,42,28,70
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,18,2,18,20
NAZACARA DE PACAJES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,7,3,7,10
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,36,22,36,22,58
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,99,16,99,115
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,14,4,14,18
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,353,44,353,44,397
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,21,160,21,160,181
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,1,3,1,4
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,20,72,20,72,92
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,17,56,17,56,73
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,23,53,23,53,76
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,21,3,21,24
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,1,4,1,5
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,4,0,4,4
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,46,2,46,2,48
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,0,2,0,2
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,1,2,1,3
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,31,6,31,37
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,17,19,17,19,36
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,28,28,28,28,56
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,0,1,0,1
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,13,0,13,0,13
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,18,1,18,19
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,27,6,27,33
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,32,18,32,18,50
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,7,57,7,57,64
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,3,16,3,19
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,304,15,304,15,319
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,10,0,10,10
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,21,51,21,51,72
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,10,0,10,10
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,39,3,39,42
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,8,24,8,24,32
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,9,17,9,17,26
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,46,6,46,52
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,11,45,11,45,56
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,22,3,22,3,25
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,113,210,113,210,323
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,19,57,19,57,76
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,40,20,40,20,60
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,2,2,2,4
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,116,209,116,209,325
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,18,0,18,0,18
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,23,96,23,96,119
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,11,148,11,148,159
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,215,64,215,64,279
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,15,18,15,18,33
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,14,16,14,30
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,0,3,0,3
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,209,387,209,387,596
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,49,2,49,51
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,34,16,34,50
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,17,32,17,32,49
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,2,6,2,8
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,35,16,35,16,51
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,10,0,10,10
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,7,30,7,30,37
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,25,10,25,35
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,66,71,66,71,137
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,6,10,6,16
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,27,40,27,40,67
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,35,130,35,130,165
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,86,19,86,19,105
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,5,0,5,5
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,192,2,192,194
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,24,0,24,0,24
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,3,14,3,14,17
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,33,71,33,71,104
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,11,1,11,12
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,14,110,14,110,124
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,15,38,15,38,53
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,13,13,13,13,26
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,16,24,16,24,40
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,14,19,14,19,33
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,20,78,20,78,98
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,0,6,0,6
SAN PEDRO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,0,3,0,3,3
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,24,1,24,25
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,6,6,6,6,12
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,12,0,12,0,12
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,24,53,24,53,77
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2452,1636,2452,1636,4088
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,33,0,33,0,33
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,23,172,23,172,195
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,5,11,5,11,16
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,5,1,5,6
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,25,1,25,26
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,1,3,1,3,4
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,8,2,8,10
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,2,1,2,1,3
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,4,4,4,4,8
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2013-08-01,7,3,7,3,10
