,group,variable,month,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUECHACA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
COMANCHE,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,3,0,3,0,3
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,99,0,99,0,99
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,17,0,17,0,17
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,40,0,40,0,40
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,61,0,61,0,61
LLICA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,1,1,1,2
MIZQUE,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,4,0,4,0,4
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,13,0,13,0,13
MORO MORO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,0,1,0,1,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,3,0,3,0,3
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,19,0,19,0,19
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,60,0,60,0,60
PUNA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,5,0,5,0,5
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,17,0,17,0,17
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,254,0,254,0,254
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,3,0,3,0,3
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,43,0,43,0,43
TARACO,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,6,0,6,0,6
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,23,0,23,0,23
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,2,0,2,0,2
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2013-12-01,14,0,14,0,14
