,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,8,1,8,9
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,2,2,2,4
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,2,2,2,4
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,1,4,1,5
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,5,10,5,10,15
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,0,3,0,3
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,3,0,3,3
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,5,1,5,6
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,4,1,4,5
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,6,3,6,3,9
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,8,6,8,6,14
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,10,2,10,2,12
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,83,6,83,6,89
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,10,3,10,3,13
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,5,2,5,2,7
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,7,2,7,9
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,4,2,4,6
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,14,8,14,8,22
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,20,2,20,22
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,180,57,180,57,237
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,0,3,0,3
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,18,12,18,12,30
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,5,4,5,4,9
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,3,3,3,6
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,20,1,20,1,21
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,7,0,7,0,7
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,1,3,1,4
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,3,1,3,4
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,0,3,0,3
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,3,0,3,3
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,8,1,8,1,9
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,1,3,1,4
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,15,17,15,17,32
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,135,49,135,49,184
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,2,1,2,3
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,9,0,9,0,9
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,2,4,2,6
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,26,10,26,10,36
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,2,0,2,2
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,4,0,4,4
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,33,0,33,0,33
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,14,3,14,17
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,3,0,3,3
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,2,3,2,5
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,6,2,6,2,8
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,3,1,3,4
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,11,4,11,15
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,10,4,10,4,14
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,6,0,6,6
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,6,0,6,0,6
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,5,30,5,30,35
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,6,0,6,6
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,4,3,4,7
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,17,0,17,0,17
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,10,93,10,93,103
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,2,4,2,6
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,5,4,5,9
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,2,2,2,4
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,27,50,27,50,77
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,6,2,6,8
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,18,42,18,42,60
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,4,3,4,7
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,8,2,8,2,10
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,1,2,1,3
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,3,2,3,5
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,14,5,14,5,19
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,1,1,1,2
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,14,0,14,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,221,91,221,91,312
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,7,0,7,7
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,3,3,3,6
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,24,39,24,39,63
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,3,1,3,4
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,24,0,24,24
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,6,0,6,6
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,38,9,38,9,47
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,2,3,2,5
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,3,4,3,7
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,9,7,9,7,16
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,4,2,4,6
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,11,0,11,0,11
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,8,3,8,3,11
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,4,0,4,0,4
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,5,1,5,6
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,12,13,12,13,25
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,5,17,5,17,22
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,3,1,3,1,4
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,14,8,14,8,22
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,0,1,0,1,1
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,27,0,27,0,27
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,14,0,14,0,14
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,14,1,14,1,15
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,26,9,26,9,35
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,7,3,7,3,10
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,0,1,0,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,1,29,1,29,30
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-07-01,2,0,2,0,2
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,1,1,1,2
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,0,2,0,2
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,6,1,6,7
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,8,0,8,8
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,3,0,3,0,3
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,5,1,5,6
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,2,2,2,4
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,1,4,1,5
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,5,2,5,2,7
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,8,0,8,8
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,3,4,3,7
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,6,23,6,23,29
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,2,1,2,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,5,1,5,6
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,13,2,13,15
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,5,0,5,0,5
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,1,2,1,3
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,1,1,1,2
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,5,4,5,9
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,19,4,19,23
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,7,2,7,9
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,0,4,0,4
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,0,2,0,2
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,5,2,5,2,7
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,74,83,74,83,157
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,14,0,14,0,14
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,10,1,10,1,11
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,5,10,5,10,15
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,1,2,1,3
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,3,0,3,3
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,6,1,6,7
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,9,4,9,13
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,28,11,28,11,39
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,179,90,179,90,269
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,2,4,2,6
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,15,35,15,35,50
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,11,4,11,15
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,5,3,5,3,8
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,2,0,2,2
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,3,2,3,2,5
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,45,229,45,229,274
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,5,0,5,5
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,3,3,3,3,6
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,2,2,2,2,4
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,4,2,4,2,6
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,12,0,12,12
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,1,1,1,2
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,0,8,0,8,8
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2013-08-01,1,0,1,0,1
