,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,4,0,4,0,4
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,5,2,5,2,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,40,0,40,0,40
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,31,2,31,2,33
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,69,42,69,42,111
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,2,0,2,0,2
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,9,1,9,1,10
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,5,0,5,0,5
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,24,0,24,0,24
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,15,0,15,0,15
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,9,0,9,0,9
VILLA TUNARI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,58,6,58,6,64
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,26,0,26,0,26
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-10-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,6,0,6,0,6
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,0,1,0,1,1
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,4,0,4,0,4
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
CHARAÑA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,9,0,9,0,9
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,5,0,5,0,5
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,4,1,4,5
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,11,1,11,12
CUEVO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,5,0,5,0,5
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,35,16,35,16,51
EL PUENTE(STC),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,3,0,3,0,3
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,3,1,3,1,4
HUACHACALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,25,0,25,0,25
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,100,5,100,5,105
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,250,0,250,0,250
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,7,12,7,12,19
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,4,12,4,12,16
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,14,0,14,0,14
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,39,0,39,0,39
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,11,0,11,0,11
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
SAN JOAQUIN,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,29,0,29,0,29
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
SORATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,0,7,0,7,7
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,18,1,18,19
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,32,39,32,39,71
TOTORA(ORR),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,9,0,9,0,9
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,16,8,16,8,24
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,14,0,14,0,14
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,5,0,5,0,5
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,63,7,63,7,70
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-11-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
ACHOCALLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,10,1,10,11
BATALLAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,0,5,0,5
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,3,1,3,4
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
CHAQUI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,10,0,10,0,10
CHARAÑA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,0,5,0,5
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,4,0,4,0,4
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,0,1,0,1,1
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
CORIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,12,0,12,0,12
CORO CORO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,0,5,0,5
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,48,35,48,35,83
EL TORNO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
EL VILLAR,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,14,0,14,0,14
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
LA ASUNTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,7,1,7,1,8
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,70,13,70,13,83
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,36,0,36,0,36
PADILLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
PALOS BLANCOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
PATACAMAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,7,12,7,12,19
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,4,12,4,12,16
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,8,0,8,0,8
PRESTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,4,0,4,0,4
SAIPINA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,1,1,1,2
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,4,0,4,0,4
SAN MATIAS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,15,0,15,0,15
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,10,0,10,0,10
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,0,5,0,5
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,22,0,22,0,22
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,12,0,12,0,12
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
TIPUANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,1,1,1,2
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,8,0,8,0,8
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,30,3,30,33
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,3,0,3,0,3
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,18,0,18,0,18
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,15,0,15,0,15
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2013-12-01,5,1,5,1,6
