,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2013-10-01,5,0,5,0,5
EL ALTO,otras vacunaciones,antirrabica en humano,2013-10-01,912,0,912,0,912
EL TORNO,otras vacunaciones,antirrabica en humano,2013-10-01,160,1,160,1,161
EUCALIPTUS,otras vacunaciones,antirrabica en humano,2013-10-01,3,0,3,0,3
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
GUAQUI,otras vacunaciones,antirrabica en humano,2013-10-01,0,16,0,16,16
HUANUNI,otras vacunaciones,antirrabica en humano,2013-10-01,8,0,8,0,8
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-10-01,298,10,298,10,308
LA PAZ,otras vacunaciones,antirrabica en humano,2013-10-01,246,0,246,0,246
MAIRANA,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
MIZQUE,otras vacunaciones,antirrabica en humano,2013-10-01,6,0,6,0,6
MONTERO,otras vacunaciones,antirrabica en humano,2013-10-01,87,0,87,0,87
MORO MORO,otras vacunaciones,antirrabica en humano,2013-10-01,5,0,5,0,5
ORURO,otras vacunaciones,antirrabica en humano,2013-10-01,50,0,50,0,50
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-10-01,5,0,5,0,5
PORONGO,otras vacunaciones,antirrabica en humano,2013-10-01,12,0,12,0,12
POTOSI,otras vacunaciones,antirrabica en humano,2013-10-01,178,0,178,0,178
PUERTO CARABUCO,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,antirrabica en humano,2013-10-01,10,0,10,0,10
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2013-10-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2013-10-01,9,0,9,0,9
PUNATA,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-10-01,20,0,20,0,20
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2013-10-01,13,0,13,0,13
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-10-01,0,11,0,11,11
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-10-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-10-01,20,0,20,0,20
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en humano,2013-10-01,6,0,6,0,6
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-10-01,24,0,24,0,24
SAN LORENZO(TJA),otras vacunaciones,antirrabica en humano,2013-10-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-10-01,54,0,54,0,54
SAN PEDRO,otras vacunaciones,antirrabica en humano,2013-10-01,10,0,10,0,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-10-01,3224,61,3224,61,3285
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-10-01,2,0,2,0,2
SIPE SIPE,otras vacunaciones,antirrabica en humano,2013-10-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2013-10-01,633,0,633,0,633
TARACO,otras vacunaciones,antirrabica en humano,2013-10-01,0,23,0,23,23
TARATA,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,antirrabica en humano,2013-10-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica en humano,2013-10-01,10,0,10,0,10
UYUNI,otras vacunaciones,antirrabica en humano,2013-10-01,20,0,20,0,20
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-10-01,49,0,49,0,49
VIACHA,otras vacunaciones,antirrabica en humano,2013-10-01,20,0,20,0,20
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-10-01,12,0,12,0,12
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2013-10-01,3,0,3,0,3
VILLAZON,otras vacunaciones,antirrabica en humano,2013-10-01,23,1,23,1,24
WARNES,otras vacunaciones,antirrabica en humano,2013-10-01,133,0,133,0,133
YACUIBA,otras vacunaciones,antirrabica en humano,2013-10-01,67,5,67,5,72
YAPACANI,otras vacunaciones,antirrabica en humano,2013-10-01,5,0,5,0,5
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-11-01,8,0,8,0,8
ANCORAIMES,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
ARBIETO,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-11-01,35,0,35,0,35
ATOCHA,otras vacunaciones,antirrabica en humano,2013-11-01,18,0,18,0,18
BERMEJO,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-11-01,7,0,7,0,7
CAMIRI,otras vacunaciones,antirrabica en humano,2013-11-01,5,0,5,0,5
CARANAVI,otras vacunaciones,antirrabica en humano,2013-11-01,19,0,19,0,19
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
CHIMORE,otras vacunaciones,antirrabica en humano,2013-11-01,6,0,6,0,6
CLIZA,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-11-01,215,0,215,0,215
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
COMANCHE,otras vacunaciones,antirrabica en humano,2013-11-01,13,0,13,0,13
COMARAPA,otras vacunaciones,antirrabica en humano,2013-11-01,20,5,20,5,25
COPACABANA,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
CORO CORO,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
COTAGAITA,otras vacunaciones,antirrabica en humano,2013-11-01,7,0,7,0,7
COTOCA,otras vacunaciones,antirrabica en humano,2013-11-01,92,0,92,0,92
EL ALTO,otras vacunaciones,antirrabica en humano,2013-11-01,1114,0,1114,0,1114
EL TORNO,otras vacunaciones,antirrabica en humano,2013-11-01,199,6,199,6,205
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
GUAQUI,otras vacunaciones,antirrabica en humano,2013-11-01,0,3,0,3,3
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-11-01,222,3,222,3,225
LA PAZ,otras vacunaciones,antirrabica en humano,2013-11-01,267,0,267,0,267
LLALLAGUA,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
MAIRANA,otras vacunaciones,antirrabica en humano,2013-11-01,20,0,20,0,20
MAPIRI,otras vacunaciones,antirrabica en humano,2013-11-01,18,0,18,0,18
MINEROS,otras vacunaciones,antirrabica en humano,2013-11-01,369,0,369,0,369
MONTERO,otras vacunaciones,antirrabica en humano,2013-11-01,69,0,69,0,69
MORO MORO,otras vacunaciones,antirrabica en humano,2013-11-01,0,7,0,7,7
OKINAWA,otras vacunaciones,antirrabica en humano,2013-11-01,11,0,11,0,11
ORURO,otras vacunaciones,antirrabica en humano,2013-11-01,70,0,70,0,70
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-11-01,10,0,10,0,10
PORCO,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
PORONGO,otras vacunaciones,antirrabica en humano,2013-11-01,16,0,16,0,16
PORTACHUELO,otras vacunaciones,antirrabica en humano,2013-11-01,2,0,2,0,2
POTOSI,otras vacunaciones,antirrabica en humano,2013-11-01,320,0,320,0,320
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2013-11-01,7,0,7,0,7
PUNA,otras vacunaciones,antirrabica en humano,2013-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,antirrabica en humano,2013-11-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-11-01,6,0,6,0,6
QUIRUSILLAS,otras vacunaciones,antirrabica en humano,2013-11-01,5,0,5,0,5
SACABA,otras vacunaciones,antirrabica en humano,2013-11-01,6,0,6,0,6
SAMAIPATA,otras vacunaciones,antirrabica en humano,2013-11-01,15,0,15,0,15
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-11-01,17,0,17,0,17
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-11-01,19,0,19,0,19
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-11-01,10,0,10,0,10
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-11-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica en humano,2013-11-01,10,0,10,0,10
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-11-01,49,0,49,0,49
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en humano,2013-11-01,0,7,0,7,7
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-11-01,3152,0,3152,0,3152
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-11-01,93,0,93,0,93
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en humano,2013-11-01,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2013-11-01,546,0,546,0,546
TARACO,otras vacunaciones,antirrabica en humano,2013-11-01,8,12,8,12,20
TIPUANI,otras vacunaciones,antirrabica en humano,2013-11-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
TRIGAL,otras vacunaciones,antirrabica en humano,2013-11-01,8,7,8,7,15
TRINIDAD,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica en humano,2013-11-01,2,0,2,0,2
UNCIA,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
UYUNI,otras vacunaciones,antirrabica en humano,2013-11-01,75,0,75,0,75
VACAS,otras vacunaciones,antirrabica en humano,2013-11-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-11-01,41,0,41,0,41
VIACHA,otras vacunaciones,antirrabica en humano,2013-11-01,95,0,95,0,95
VILLAZON,otras vacunaciones,antirrabica en humano,2013-11-01,19,0,19,0,19
WARNES,otras vacunaciones,antirrabica en humano,2013-11-01,141,0,141,0,141
YACUIBA,otras vacunaciones,antirrabica en humano,2013-11-01,81,1,81,1,82
YAPACANI,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
YOTALA,otras vacunaciones,antirrabica en humano,2013-11-01,4,0,4,0,4
ACHACACHI,otras vacunaciones,antirrabica en humano,2013-12-01,0,5,0,5,5
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica en humano,2013-12-01,21,0,21,0,21
BERMEJO,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
CAMIRI,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica en humano,2013-12-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,antirrabica en humano,2013-12-01,9,0,9,0,9
CHAQUI,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2013-12-01,204,0,204,0,204
COMANCHE,otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
COMARAPA,otras vacunaciones,antirrabica en humano,2013-12-01,10,2,10,2,12
CORO CORO,otras vacunaciones,antirrabica en humano,2013-12-01,5,0,5,0,5
COTAGAITA,otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica en humano,2013-12-01,63,0,63,0,63
EL ALTO,otras vacunaciones,antirrabica en humano,2013-12-01,1059,0,1059,0,1059
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
EL TORNO,otras vacunaciones,antirrabica en humano,2013-12-01,313,0,313,0,313
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en humano,2013-12-01,8,0,8,0,8
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2013-12-01,5,5,5,5,10
GUANAY,otras vacunaciones,antirrabica en humano,2013-12-01,8,0,8,0,8
HUANUNI,otras vacunaciones,antirrabica en humano,2013-12-01,9,0,9,0,9
LA GUARDIA,otras vacunaciones,antirrabica en humano,2013-12-01,384,28,384,28,412
LA PAZ,otras vacunaciones,antirrabica en humano,2013-12-01,381,0,381,0,381
MAIRANA,otras vacunaciones,antirrabica en humano,2013-12-01,24,0,24,0,24
MAPIRI,otras vacunaciones,antirrabica en humano,2013-12-01,3,0,3,0,3
MINEROS,otras vacunaciones,antirrabica en humano,2013-12-01,16,0,16,0,16
MONTERO,otras vacunaciones,antirrabica en humano,2013-12-01,118,1,118,1,119
MORO MORO,otras vacunaciones,antirrabica en humano,2013-12-01,0,1,0,1,1
OKINAWA,otras vacunaciones,antirrabica en humano,2013-12-01,3,0,3,0,3
ORURO,otras vacunaciones,antirrabica en humano,2013-12-01,111,0,111,0,111
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2013-12-01,5,0,5,0,5
PORONGO,otras vacunaciones,antirrabica en humano,2013-12-01,10,0,10,0,10
POTOSI,otras vacunaciones,antirrabica en humano,2013-12-01,268,0,268,0,268
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2013-12-01,10,0,10,0,10
PUNA,otras vacunaciones,antirrabica en humano,2013-12-01,10,0,10,0,10
PUNATA,otras vacunaciones,antirrabica en humano,2013-12-01,3,0,3,0,3
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2013-12-01,23,0,23,0,23
SAIPINA,otras vacunaciones,antirrabica en humano,2013-12-01,15,0,15,0,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en humano,2013-12-01,3,0,3,0,3
SAN BUENA VENTURA,otras vacunaciones,antirrabica en humano,2013-12-01,29,0,29,0,29
SAN CARLOS,otras vacunaciones,antirrabica en humano,2013-12-01,12,0,12,0,12
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2013-12-01,5,0,5,0,5
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2013-12-01,50,0,50,0,50
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en humano,2013-12-01,4,0,4,0,4
SAN JULIAN,otras vacunaciones,antirrabica en humano,2013-12-01,66,0,66,0,66
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en humano,2013-12-01,9,0,9,0,9
SAN PEDRO,otras vacunaciones,antirrabica en humano,2013-12-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en humano,2013-12-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2013-12-01,3249,0,3249,0,3249
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2013-12-01,19,0,19,0,19
SANTIVAÑES,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2013-12-01,526,0,526,0,526
TARACO,otras vacunaciones,antirrabica en humano,2013-12-01,7,0,7,0,7
TARATA,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
TARIJA,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
TRIGAL,otras vacunaciones,antirrabica en humano,2013-12-01,2,0,2,0,2
UNCIA,otras vacunaciones,antirrabica en humano,2013-12-01,3,0,3,0,3
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2013-12-01,7,0,7,0,7
VIACHA,otras vacunaciones,antirrabica en humano,2013-12-01,56,0,56,0,56
VILLA MONTES,otras vacunaciones,antirrabica en humano,2013-12-01,14,0,14,0,14
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2013-12-01,1,0,1,0,1
VILLAZON,otras vacunaciones,antirrabica en humano,2013-12-01,27,1,27,1,28
WARNES,otras vacunaciones,antirrabica en humano,2013-12-01,241,0,241,0,241
YACUIBA,otras vacunaciones,antirrabica en humano,2013-12-01,90,0,90,0,90
YAPACANI,otras vacunaciones,antirrabica en humano,2013-12-01,86,0,86,0,86
