municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,5,5
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,9,9
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,32,32
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,5,5
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,45,45
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,7,7
EL VILLAR,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
IXIAMAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,67,67
LAS CARRERAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,8,8
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
OCURI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,7,7
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
POCONA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,25,25
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
PUNA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,10,10
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,5,5
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,5,5
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,105,105
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,16,16
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
TACOBAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
TARACO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
TOLEDO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,10,10
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
VILA VILA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,8,8
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,3,3
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,17,17
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema l,2007-07-01,4,4
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
APOLO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
CAJUATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,9,9
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,22,22
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
"COLCHA ""K""",tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,49,49
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
GUAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
HUACARETA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,104,104
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,6,6
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
PADILLA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,12,12
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
PUNA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,4,4
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,99,99
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,22,22
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
TARATA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,5,5
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,11,11
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,2,2
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,9,9
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,12,12
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,6,6
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-08-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
ACHOCALLA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,4,4
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,11,11
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,18,18
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,6,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,26,26
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,53,53
EL CHORO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
FILADELFIA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,120,120
LAJA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
LLICA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
MACHACAMARCA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
MAGDALENA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,12,12
ORURO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
PAZÑA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
PORONGO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,17,17
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,9,9
PUNA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,7,7
RAVELO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
REYES,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,6,6
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,12,12
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SACACA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,7,7
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,97,97
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,7,7
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,7,7
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
TIAWANACU,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,9,9
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,4,4
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2007-09-01,2,2
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,5,5
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,4,4
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,8,8
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,3,3
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema l,2007-09-01,1,1
