municipality,group,variable,month,Antirrábica canina,TOTAL
TAPACARI,otras vacunaciones,antirrabica canina,2006-07-01,121,121
TARATA,otras vacunaciones,antirrabica canina,2006-07-01,14,14
TARIJA,otras vacunaciones,antirrabica canina,2006-07-01,55,55
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-07-01,95,95
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-07-01,37,37
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2006-07-01,17,17
TOCO,otras vacunaciones,antirrabica canina,2006-07-01,10,10
TOLATA,otras vacunaciones,antirrabica canina,2006-07-01,7,7
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-07-01,34,34
TURCO,otras vacunaciones,antirrabica canina,2006-07-01,79,79
UMALA,otras vacunaciones,antirrabica canina,2006-07-01,2,2
VACAS,otras vacunaciones,antirrabica canina,2006-07-01,185,185
VIACHA,otras vacunaciones,antirrabica canina,2006-07-01,70,70
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-07-01,173,173
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-07-01,150,150
VINTO,otras vacunaciones,antirrabica canina,2006-07-01,509,509
WARNES,otras vacunaciones,antirrabica canina,2006-07-01,500,500
YACUIBA,otras vacunaciones,antirrabica canina,2006-07-01,10,10
YAPACANI,otras vacunaciones,antirrabica canina,2006-07-01,33,33
ACHOCALLA,otras vacunaciones,antirrabica canina,2006-08-01,305,305
AIQUILE,otras vacunaciones,antirrabica canina,2006-08-01,1186,1186
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-08-01,4,4
ANZALDO,otras vacunaciones,antirrabica canina,2006-08-01,56,56
ARBIETO,otras vacunaciones,antirrabica canina,2006-08-01,123,123
ARQUE,otras vacunaciones,antirrabica canina,2006-08-01,6,6
AYO AYO,otras vacunaciones,antirrabica canina,2006-08-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-08-01,154,154
BATALLAS,otras vacunaciones,antirrabica canina,2006-08-01,432,432
BOLPEBRA,otras vacunaciones,antirrabica canina,2006-08-01,15,15
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-08-01,1046,1046
CABEZAS,otras vacunaciones,antirrabica canina,2006-08-01,80,80
CAMARGO,otras vacunaciones,antirrabica canina,2006-08-01,140,140
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2006-08-01,228,228
CAPINOTA,otras vacunaciones,antirrabica canina,2006-08-01,43,43
CARAPARI,otras vacunaciones,antirrabica canina,2006-08-01,286,286
CLIZA,otras vacunaciones,antirrabica canina,2006-08-01,1079,1079
COBIJA,otras vacunaciones,antirrabica canina,2006-08-01,2085,2085
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-08-01,6724,6724
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-08-01,242,242
COLOMI,otras vacunaciones,antirrabica canina,2006-08-01,218,218
CONCEPCION,otras vacunaciones,antirrabica canina,2006-08-01,264,264
COPACABANA,otras vacunaciones,antirrabica canina,2006-08-01,742,742
CORIPATA,otras vacunaciones,antirrabica canina,2006-08-01,38,38
CORQUE,otras vacunaciones,antirrabica canina,2006-08-01,97,97
COTAGAITA,otras vacunaciones,antirrabica canina,2006-08-01,95,95
COTOCA,otras vacunaciones,antirrabica canina,2006-08-01,1152,1152
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-08-01,113,113
CUEVO,otras vacunaciones,antirrabica canina,2006-08-01,2,2
CULPINA,otras vacunaciones,antirrabica canina,2006-08-01,10,10
DESAGUADERO,otras vacunaciones,antirrabica canina,2006-08-01,8,8
EL ALTO,otras vacunaciones,antirrabica canina,2006-08-01,138674,138674
EL CHORO,otras vacunaciones,antirrabica canina,2006-08-01,9,9
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-08-01,38,38
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-08-01,211,211
EUREKA (SANTOS MERCADO),otras vacunaciones,antirrabica canina,2006-08-01,150,150
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-08-01,580,580
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-08-01,797,797
HUANUNI,otras vacunaciones,antirrabica canina,2006-08-01,10,10
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-08-01,10611,10611
LA PAZ,otras vacunaciones,antirrabica canina,2006-08-01,109049,109049
LAJA,otras vacunaciones,antirrabica canina,2006-08-01,224,224
MINEROS,otras vacunaciones,antirrabica canina,2006-08-01,2070,2070
MIZQUE,otras vacunaciones,antirrabica canina,2006-08-01,18,18
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-08-01,10,10
MONTERO,otras vacunaciones,antirrabica canina,2006-08-01,4986,4986
MORO MORO,otras vacunaciones,antirrabica canina,2006-08-01,60,60
MOROCHATA,otras vacunaciones,antirrabica canina,2006-08-01,559,559
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antirrabica canina,2006-08-01,211,211
OKINAWA,otras vacunaciones,antirrabica canina,2006-08-01,103,103
OMEREQUE,otras vacunaciones,antirrabica canina,2006-08-01,100,100
ORURO,otras vacunaciones,antirrabica canina,2006-08-01,41404,41404
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2006-08-01,5,5
POCOATA,otras vacunaciones,antirrabica canina,2006-08-01,10,10
POCONA,otras vacunaciones,antirrabica canina,2006-08-01,30,30
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-08-01,16,16
POOPO,otras vacunaciones,antirrabica canina,2006-08-01,27,27
POROMA,otras vacunaciones,antirrabica canina,2006-08-01,121,121
PORONGO,otras vacunaciones,antirrabica canina,2006-08-01,504,504
PORTACHUELO,otras vacunaciones,antirrabica canina,2006-08-01,2004,2004
PORVENIR,otras vacunaciones,antirrabica canina,2006-08-01,1004,1004
POTOSI,otras vacunaciones,antirrabica canina,2006-08-01,4487,4487
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-08-01,232,232
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2006-08-01,114,114
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica canina,2006-08-01,854,854
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-08-01,22,22
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-08-01,467,467
PUERTO RICO,otras vacunaciones,antirrabica canina,2006-08-01,157,157
PUNA,otras vacunaciones,antirrabica canina,2006-08-01,3591,3591
PUNATA,otras vacunaciones,antirrabica canina,2006-08-01,6,6
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-08-01,4744,4744
ROBORE,otras vacunaciones,antirrabica canina,2006-08-01,456,456
SACABA,otras vacunaciones,antirrabica canina,2006-08-01,854,854
SAN CARLOS,otras vacunaciones,antirrabica canina,2006-08-01,429,429
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-08-01,539,539
SAN JAVIER(BNI),otras vacunaciones,antirrabica canina,2006-08-01,23,23
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2006-08-01,437,437
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-08-01,787,787
SAN LORENZO(PND),otras vacunaciones,antirrabica canina,2006-08-01,473,473
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2006-08-01,60,60
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-08-01,308,308
SAN MATIAS,otras vacunaciones,antirrabica canina,2006-08-01,276,276
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-08-01,2350,2350
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-08-01,116,116
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2006-08-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-08-01,265468,265468
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-08-01,4910,4910
SENA,otras vacunaciones,antirrabica canina,2006-08-01,335,335
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-08-01,3234,3234
SOPACHUY,otras vacunaciones,antirrabica canina,2006-08-01,1568,1568
SUCRE,otras vacunaciones,antirrabica canina,2006-08-01,34630,34630
TAPACARI,otras vacunaciones,antirrabica canina,2006-08-01,163,163
TARATA,otras vacunaciones,antirrabica canina,2006-08-01,24,24
TARIJA,otras vacunaciones,antirrabica canina,2006-08-01,8,8
TIAWANACU,otras vacunaciones,antirrabica canina,2006-08-01,20,20
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-08-01,196,196
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-08-01,308,308
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2006-08-01,16,16
TOCO,otras vacunaciones,antirrabica canina,2006-08-01,5,5
TOLATA,otras vacunaciones,antirrabica canina,2006-08-01,80,80
TOLEDO,otras vacunaciones,antirrabica canina,2006-08-01,101,101
TOMINA,otras vacunaciones,antirrabica canina,2006-08-01,20,20
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-08-01,182,182
UMALA,otras vacunaciones,antirrabica canina,2006-08-01,4,4
VIACHA,otras vacunaciones,antirrabica canina,2006-08-01,7034,7034
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-08-01,396,396
VINTO,otras vacunaciones,antirrabica canina,2006-08-01,991,991
VITICHI,otras vacunaciones,antirrabica canina,2006-08-01,303,303
WARNES,otras vacunaciones,antirrabica canina,2006-08-01,762,762
YAPACANI,otras vacunaciones,antirrabica canina,2006-08-01,5502,5502
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2006-08-01,90,90
AIQUILE,otras vacunaciones,antirrabica canina,2006-09-01,452,452
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-09-01,7,7
ANZALDO,otras vacunaciones,antirrabica canina,2006-09-01,198,198
ARANI,otras vacunaciones,antirrabica canina,2006-09-01,2997,2997
ARBIETO,otras vacunaciones,antirrabica canina,2006-09-01,993,993
ARQUE,otras vacunaciones,antirrabica canina,2006-09-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-09-01,1590,1590
BERMEJO,otras vacunaciones,antirrabica canina,2006-09-01,1040,1040
BETANZOS,otras vacunaciones,antirrabica canina,2006-09-01,348,348
BOLIVAR,otras vacunaciones,antirrabica canina,2006-09-01,512,512
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-09-01,89,89
CABEZAS,otras vacunaciones,antirrabica canina,2006-09-01,1279,1279
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2006-09-01,727,727
CAMARGO,otras vacunaciones,antirrabica canina,2006-09-01,909,909
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2006-09-01,30,30
CAPINOTA,otras vacunaciones,antirrabica canina,2006-09-01,119,119
CARAPARI,otras vacunaciones,antirrabica canina,2006-09-01,1722,1722
CHAQUI,otras vacunaciones,antirrabica canina,2006-09-01,855,855
CHAYANTA,otras vacunaciones,antirrabica canina,2006-09-01,35,35
CHIMORE,otras vacunaciones,antirrabica canina,2006-09-01,60,60
CHIPAYA,otras vacunaciones,antirrabica canina,2006-09-01,73,73
CHUMA,otras vacunaciones,antirrabica canina,2006-09-01,9,9
CLIZA,otras vacunaciones,antirrabica canina,2006-09-01,2796,2796
COBIJA,otras vacunaciones,antirrabica canina,2006-09-01,265,265
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-09-01,145748,145748
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-09-01,11254,11254
COLOMI,otras vacunaciones,antirrabica canina,2006-09-01,3453,3453
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-09-01,797,797
COLQUENCHA,otras vacunaciones,antirrabica canina,2006-09-01,77,77
COMARAPA,otras vacunaciones,antirrabica canina,2006-09-01,15,15
COROICO,otras vacunaciones,antirrabica canina,2006-09-01,262,262
COTAGAITA,otras vacunaciones,antirrabica canina,2006-09-01,974,974
COTOCA,otras vacunaciones,antirrabica canina,2006-09-01,8573,8573
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2006-09-01,185,185
CULPINA,otras vacunaciones,antirrabica canina,2006-09-01,26,26
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-09-01,12,12
DESAGUADERO,otras vacunaciones,antirrabica canina,2006-09-01,10,10
EL ALTO,otras vacunaciones,antirrabica canina,2006-09-01,11000,11000
EL CHORO,otras vacunaciones,antirrabica canina,2006-09-01,6,6
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-09-01,13,13
EL TORNO,otras vacunaciones,antirrabica canina,2006-09-01,7546,7546
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-09-01,1698,1698
EXALTACION,otras vacunaciones,antirrabica canina,2006-09-01,272,272
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-09-01,304,304
FILADELFIA,otras vacunaciones,antirrabica canina,2006-09-01,482,482
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-09-01,826,826
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-09-01,221,221
LA PAZ,otras vacunaciones,antirrabica canina,2006-09-01,3295,3295
LAJA,otras vacunaciones,antirrabica canina,2006-09-01,236,236
LLICA,otras vacunaciones,antirrabica canina,2006-09-01,104,104
MINEROS,otras vacunaciones,antirrabica canina,2006-09-01,328,328
MIZQUE,otras vacunaciones,antirrabica canina,2006-09-01,890,890
MONTERO,otras vacunaciones,antirrabica canina,2006-09-01,1476,1476
MORO MORO,otras vacunaciones,antirrabica canina,2006-09-01,148,148
MOROCHATA,otras vacunaciones,antirrabica canina,2006-09-01,2967,2967
OCURI,otras vacunaciones,antirrabica canina,2006-09-01,62,62
OMEREQUE,otras vacunaciones,antirrabica canina,2006-09-01,140,140
ORURO,otras vacunaciones,antirrabica canina,2006-09-01,944,944
PADCAYA,otras vacunaciones,antirrabica canina,2006-09-01,91,91
PAILON,otras vacunaciones,antirrabica canina,2006-09-01,1459,1459
PASORAPA,otras vacunaciones,antirrabica canina,2006-09-01,238,238
PAZÑA,otras vacunaciones,antirrabica canina,2006-09-01,116,116
POCONA,otras vacunaciones,antirrabica canina,2006-09-01,845,845
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-09-01,458,458
POROMA,otras vacunaciones,antirrabica canina,2006-09-01,857,857
PORONGO,otras vacunaciones,antirrabica canina,2006-09-01,3253,3253
PORTACHUELO,otras vacunaciones,antirrabica canina,2006-09-01,110,110
POSTRER VALLE,otras vacunaciones,antirrabica canina,2006-09-01,126,126
POTOSI,otras vacunaciones,antirrabica canina,2006-09-01,10363,10363
PUCARA,otras vacunaciones,antirrabica canina,2006-09-01,543,543
PUCARANI,otras vacunaciones,antirrabica canina,2006-09-01,137,137
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-09-01,188,188
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2006-09-01,119,119
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-09-01,120,120
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-09-01,56,56
PUERTO SILES,otras vacunaciones,antirrabica canina,2006-09-01,238,238
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2006-09-01,542,542
PUNA,otras vacunaciones,antirrabica canina,2006-09-01,1367,1367
PUNATA,otras vacunaciones,antirrabica canina,2006-09-01,9813,9813
QUILLACOLLO,otras vacunaciones,antirrabica canina,2006-09-01,20429,20429
ROBORE,otras vacunaciones,antirrabica canina,2006-09-01,47,47
SACABA,otras vacunaciones,antirrabica canina,2006-09-01,34935,34935
SACABAMBA,otras vacunaciones,antirrabica canina,2006-09-01,376,376
SACACA,otras vacunaciones,antirrabica canina,2006-09-01,128,128
SAIPINA,otras vacunaciones,antirrabica canina,2006-09-01,450,450
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2006-09-01,87,87
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica canina,2006-09-01,1240,1240
SAN BENITO,otras vacunaciones,antirrabica canina,2006-09-01,3356,3356
SAN CARLOS,otras vacunaciones,antirrabica canina,2006-09-01,760,760
SAN IGNACIO,otras vacunaciones,antirrabica canina,2006-09-01,2130,2130
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2006-09-01,1351,1351
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2006-09-01,585,585
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2006-09-01,1797,1797
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2006-09-01,184,184
SAN JULIAN,otras vacunaciones,antirrabica canina,2006-09-01,5961,5961
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2006-09-01,1895,1895
SAN LUCAS,otras vacunaciones,antirrabica canina,2006-09-01,345,345
SAN PEDRO,otras vacunaciones,antirrabica canina,2006-09-01,368,368
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2006-09-01,1098,1098
SAN RAMON,otras vacunaciones,antirrabica canina,2006-09-01,1093,1093
SANTA ANA,otras vacunaciones,antirrabica canina,2006-09-01,1770,1770
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2006-09-01,15161,15161
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-09-01,357,357
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-09-01,68,68
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2006-09-01,22,22
SICAYA,otras vacunaciones,antirrabica canina,2006-09-01,20,20
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-09-01,5579,5579
SOPACHUY,otras vacunaciones,antirrabica canina,2006-09-01,58,58
SUCRE,otras vacunaciones,antirrabica canina,2006-09-01,2304,2304
TACACHI,otras vacunaciones,antirrabica canina,2006-09-01,318,318
TACOPAYA,otras vacunaciones,antirrabica canina,2006-09-01,8,8
TAHUA,otras vacunaciones,antirrabica canina,2006-09-01,40,40
TAPACARI,otras vacunaciones,antirrabica canina,2006-09-01,315,315
TARATA,otras vacunaciones,antirrabica canina,2006-09-01,627,627
TARIJA,otras vacunaciones,antirrabica canina,2006-09-01,20262,20262
TINGUIPAYA,otras vacunaciones,antirrabica canina,2006-09-01,17,17
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-09-01,3970,3970
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-09-01,5233,5233
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2006-09-01,13,13
TOCO,otras vacunaciones,antirrabica canina,2006-09-01,1846,1846
TOLATA,otras vacunaciones,antirrabica canina,2006-09-01,1468,1468
TORO TORO,otras vacunaciones,antirrabica canina,2006-09-01,63,63
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-09-01,531,531
TRIGAL,otras vacunaciones,antirrabica canina,2006-09-01,459,459
TRINIDAD,otras vacunaciones,antirrabica canina,2006-09-01,14326,14326
UNCIA,otras vacunaciones,antirrabica canina,2006-09-01,1086,1086
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2006-09-01,1313,1313
UYUNI,otras vacunaciones,antirrabica canina,2006-09-01,315,315
VACAS,otras vacunaciones,antirrabica canina,2006-09-01,2702,2702
VALLEGRANDE,otras vacunaciones,antirrabica canina,2006-09-01,3553,3553
VIACHA,otras vacunaciones,antirrabica canina,2006-09-01,1519,1519
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-09-01,1612,1612
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-09-01,4280,4280
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2006-09-01,95,95
VILLAZON,otras vacunaciones,antirrabica canina,2006-09-01,7174,7174
VINTO,otras vacunaciones,antirrabica canina,2006-09-01,5765,5765
WARNES,otras vacunaciones,antirrabica canina,2006-09-01,358,358
YAPACANI,otras vacunaciones,antirrabica canina,2006-09-01,5180,5180
YOCALLA,otras vacunaciones,antirrabica canina,2006-09-01,90,90
YOTALA,otras vacunaciones,antirrabica canina,2006-09-01,104,104
ACACIO,otras vacunaciones,antirrabica canina,2006-10-01,611,611
ACHOCALLA,otras vacunaciones,antirrabica canina,2006-10-01,40,40
AIQUILE,otras vacunaciones,antirrabica canina,2006-10-01,101,101
ANDAMARCA,otras vacunaciones,antirrabica canina,2006-10-01,303,303
ANTEQUERA,otras vacunaciones,antirrabica canina,2006-10-01,361,361
ANZALDO,otras vacunaciones,antirrabica canina,2006-10-01,191,191
ARAMPAMPA,otras vacunaciones,antirrabica canina,2006-10-01,593,593
ARANI,otras vacunaciones,antirrabica canina,2006-10-01,131,131
ARBIETO,otras vacunaciones,antirrabica canina,2006-10-01,172,172
ARQUE,otras vacunaciones,antirrabica canina,2006-10-01,102,102
ATOCHA,otras vacunaciones,antirrabica canina,2006-10-01,776,776
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2006-10-01,984,984
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2006-10-01,157,157
BETANZOS,otras vacunaciones,antirrabica canina,2006-10-01,1588,1588
BOLIVAR,otras vacunaciones,antirrabica canina,2006-10-01,387,387
BOYUIBE,otras vacunaciones,antirrabica canina,2006-10-01,611,611
BUENA VISTA,otras vacunaciones,antirrabica canina,2006-10-01,108,108
CABEZAS,otras vacunaciones,antirrabica canina,2006-10-01,12,12
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2006-10-01,457,457
CAPINOTA,otras vacunaciones,antirrabica canina,2006-10-01,2020,2020
CARACOLLO,otras vacunaciones,antirrabica canina,2006-10-01,1577,1577
CARANGAS,otras vacunaciones,antirrabica canina,2006-10-01,60,60
CARAPARI,otras vacunaciones,antirrabica canina,2006-10-01,748,748
CARIPUYO,otras vacunaciones,antirrabica canina,2006-10-01,20,20
CHALLAPATA,otras vacunaciones,antirrabica canina,2006-10-01,2911,2911
CHAQUI,otras vacunaciones,antirrabica canina,2006-10-01,545,545
CHAYANTA,otras vacunaciones,antirrabica canina,2006-10-01,50,50
CHIMORE,otras vacunaciones,antirrabica canina,2006-10-01,519,519
CHIPAYA,otras vacunaciones,antirrabica canina,2006-10-01,5,5
CLIZA,otras vacunaciones,antirrabica canina,2006-10-01,38,38
COBIJA,otras vacunaciones,antirrabica canina,2006-10-01,37,37
COCHABAMBA,otras vacunaciones,antirrabica canina,2006-10-01,1630,1630
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2006-10-01,103,103
"COLCHA ""K""",otras vacunaciones,antirrabica canina,2006-10-01,91,91
COLOMI,otras vacunaciones,antirrabica canina,2006-10-01,224,224
COLPA BELGICA,otras vacunaciones,antirrabica canina,2006-10-01,30,30
COLQUENCHA,otras vacunaciones,antirrabica canina,2006-10-01,130,130
COMARAPA,otras vacunaciones,antirrabica canina,2006-10-01,2383,2383
CONCEPCION,otras vacunaciones,antirrabica canina,2006-10-01,1011,1011
COPACABANA,otras vacunaciones,antirrabica canina,2006-10-01,32,32
COROICO,otras vacunaciones,antirrabica canina,2006-10-01,43,43
CORQUE,otras vacunaciones,antirrabica canina,2006-10-01,153,153
COTAGAITA,otras vacunaciones,antirrabica canina,2006-10-01,1944,1944
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2006-10-01,4708,4708
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2006-10-01,15,15
CULPINA,otras vacunaciones,antirrabica canina,2006-10-01,26,26
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2006-10-01,302,302
EL ALTO,otras vacunaciones,antirrabica canina,2006-10-01,2495,2495
EL CHORO,otras vacunaciones,antirrabica canina,2006-10-01,405,405
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2006-10-01,124,124
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2006-10-01,986,986
EL TORNO,otras vacunaciones,antirrabica canina,2006-10-01,706,706
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-10-01,792,792
ENTRE RIOS,otras vacunaciones,antirrabica canina,2006-10-01,110,110
ESCARA,otras vacunaciones,antirrabica canina,2006-10-01,10,10
ESMERALDA,otras vacunaciones,antirrabica canina,2006-10-01,44,44
EUCALIPTUS,otras vacunaciones,antirrabica canina,2006-10-01,521,521
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2006-10-01,307,307
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2006-10-01,632,632
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2006-10-01,2,2
GUAQUI,otras vacunaciones,antirrabica canina,2006-10-01,200,200
HUACHACALLA,otras vacunaciones,antirrabica canina,2006-10-01,62,62
HUANUNI,otras vacunaciones,antirrabica canina,2006-10-01,702,702
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2006-10-01,196,196
ICLA,otras vacunaciones,antirrabica canina,2006-10-01,191,191
INGAVI (HUMAITA),otras vacunaciones,antirrabica canina,2006-10-01,105,105
LA GUARDIA,otras vacunaciones,antirrabica canina,2006-10-01,25,25
LA PAZ,otras vacunaciones,antirrabica canina,2006-10-01,1019,1019
LA RIVERA,otras vacunaciones,antirrabica canina,2006-10-01,25,25
LAJA,otras vacunaciones,antirrabica canina,2006-10-01,175,175
LLALLAGUA,otras vacunaciones,antirrabica canina,2006-10-01,3060,3060
LLICA,otras vacunaciones,antirrabica canina,2006-10-01,13,13
MACHACAMARCA,otras vacunaciones,antirrabica canina,2006-10-01,527,527
MAIRANA,otras vacunaciones,antirrabica canina,2006-10-01,1670,1670
MINEROS,otras vacunaciones,antirrabica canina,2006-10-01,352,352
MIZQUE,otras vacunaciones,antirrabica canina,2006-10-01,626,626
MOJINETE,otras vacunaciones,antirrabica canina,2006-10-01,9,9
MOJOCOYA,otras vacunaciones,antirrabica canina,2006-10-01,25,25
MONTERO,otras vacunaciones,antirrabica canina,2006-10-01,423,423
MORO MORO,otras vacunaciones,antirrabica canina,2006-10-01,232,232
MOROCHATA,otras vacunaciones,antirrabica canina,2006-10-01,1333,1333
OCURI,otras vacunaciones,antirrabica canina,2006-10-01,684,684
OMEREQUE,otras vacunaciones,antirrabica canina,2006-10-01,354,354
ORURO,otras vacunaciones,antirrabica canina,2006-10-01,32,32
PAILON,otras vacunaciones,antirrabica canina,2006-10-01,622,622
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2006-10-01,5,5
PAMPA GRANDE,otras vacunaciones,antirrabica canina,2006-10-01,443,443
PAZÑA,otras vacunaciones,antirrabica canina,2006-10-01,623,623
POCOATA,otras vacunaciones,antirrabica canina,2006-10-01,284,284
POCONA,otras vacunaciones,antirrabica canina,2006-10-01,162,162
POJO (CBBA),otras vacunaciones,antirrabica canina,2006-10-01,623,623
POOPO,otras vacunaciones,antirrabica canina,2006-10-01,814,814
POROMA,otras vacunaciones,antirrabica canina,2006-10-01,340,340
PORONGO,otras vacunaciones,antirrabica canina,2006-10-01,1222,1222
PORTACHUELO,otras vacunaciones,antirrabica canina,2006-10-01,20,20
POSTRER VALLE,otras vacunaciones,antirrabica canina,2006-10-01,781,781
POTOSI,otras vacunaciones,antirrabica canina,2006-10-01,1595,1595
PRESTO,otras vacunaciones,antirrabica canina,2006-10-01,147,147
PUCARA,otras vacunaciones,antirrabica canina,2006-10-01,127,127
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2006-10-01,90,90
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica canina,2006-10-01,2,2
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2006-10-01,18,18
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2006-10-01,360,360
PUERTO RICO,otras vacunaciones,antirrabica canina,2006-10-01,50,50
