municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,2,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,23,23
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,29,29
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,158,158
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,16,16
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,34,34
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,51,51
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,38,38
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,12,12
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,4,4
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,11,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,34,34
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,19,19
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,50,50
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,7,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,33,33
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,133,133
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,24,24
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,8,8
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,12,12
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,95,95
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,50,50
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,5,5
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,7,7
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,12,12
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,14,14
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,8,8
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,23,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,4709,4709
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,46,46
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,51,51
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,7,7
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,8,8
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,7,7
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,5,5
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,9,9
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,9,9
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,25,25
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,8,8
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,22,22
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,99,99
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,692,692
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,29,29
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,7,7
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,109,109
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,124,124
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,38,38
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,18,18
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,16,16
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,691,691
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,70,70
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,10,10
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,220,220
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,71,71
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,4,4
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,71,71
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,71,71
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,11,11
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,17,17
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,15,15
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,9,9
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,38,38
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,16,16
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,26,26
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,47,47
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,330,330
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,127,127
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,15,15
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,10,10
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,136,136
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,20,20
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,91,91
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,35,35
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,32,32
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,109,109
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,4,4
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,64,64
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,3,3
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,32,32
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,206,206
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,12,12
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,121,121
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,116,116
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,12,12
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,9,9
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,129,129
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,16,16
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,60,60
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,10,10
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,1,1
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,44,44
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,9,9
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,8,8
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,11,11
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-06-01,25,25
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,17,17
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,174,174
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,19,19
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,32,32
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,6,6
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,25,25
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,14,14
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,52,52
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,3,3
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,37,37
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,14,14
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,79,79
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,21,21
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,9,9
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,102,102
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,25,25
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,31,31
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,189,189
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,17,17
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,84,84
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,37,37
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,27,27
BOLPEBRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,10,10
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,25,25
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,35,35
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,11,11
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,24,24
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,20,20
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,15,15
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,12,12
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,196,196
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,92,92
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,9,9
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,277,277
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,53,53
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,20,20
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,19,19
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,45,45
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,14,14
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,23,23
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,43,43
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,33,33
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,8,8
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,14,14
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,3,3
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,46,46
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,121,121
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2015,2015
COIPASA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,144,144
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,25,25
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,89,89
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,11,11
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,109,109
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,10,10
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,88,88
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,34,34
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,26,26
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,11,11
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,66,66
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,11,11
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,20,20
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,104,104
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,114,114
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,53,53
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,46,46
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,9,9
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,13,13
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2561,2561
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,14,14
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,23,23
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,19,19
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,119,119
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,39,39
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,89,89
ESCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,26,26
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,15,15
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,51,51
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,22,22
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,27,27
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,29,29
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,365,365
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,17,17
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,3,3
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,6,6
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,53,53
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,12,12
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,13,13
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,22,22
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,47,47
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,53,53
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,3,3
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,31,31
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,23,23
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,33,33
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,177,177
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,313,313
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,2667,2667
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,16,16
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,53,53
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,9,9
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,285,285
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,5,5
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,10,10
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,109,109
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,25,25
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,41,41
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,24,24
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,45,45
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,100,100
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,24,24
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,15,15
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,52,52
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,581,581
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,4,4
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,210,210
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,13,13
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,157,157
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,73,73
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,16,16
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,1152,1152
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,57,57
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,7,7
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,31,31
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2006-07-01,15,15
