municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,52,52
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,45,45
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,98,98
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,97,97
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,18,18
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,52,52
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,198,198
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,41,41
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,23,23
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,25,25
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,15,15
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,20,20
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,26,26
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,86,86
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,662,662
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,29,29
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,17,17
CATACORA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,33,33
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,12,12
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,50,50
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,232,232
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,32,32
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,323,323
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6090,6090
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,161,161
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,112,112
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,77,77
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,30,30
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,12,12
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,34,34
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,183,183
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,32,32
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,60,60
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,73,73
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,47,47
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,13,13
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,874,874
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,20,20
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,12,12
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,99,99
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,28,28
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,29,29
EUREKA (SANTOS MERCADO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,19,19
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,13,13
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,41,41
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,59,59
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,9,9
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,34,34
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,65,65
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,38,38
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,17,17
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,17,17
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,13,13
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,54,54
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,57,57
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,132,132
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3950,3950
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,53,53
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,240,240
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,13,13
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,9,9
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,203,203
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,9,9
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,26,26
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,69,69
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,67,67
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,85,85
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,392,392
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,83,83
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,31,31
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,18,18
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1137,1137
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,38,38
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,41,41
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,88,88
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,19,19
PAPEL PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,49,49
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,52,52
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,36,36
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,112,112
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,26,26
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,22,22
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,602,602
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,55,55
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,164,164
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,211,211
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,22,22
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,254,254
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,14,14
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,111,111
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,100,100
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,20,20
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,152,152
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,478,478
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,45,45
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,9,9
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,167,167
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,56,56
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,26,26
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1327,1327
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,7,7
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,14,14
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,9,9
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,22,22
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,164,164
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,35,35
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,13,13
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,19,19
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,21,21
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,93,93
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,24,24
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,55,55
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,47,47
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,79,79
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,37,37
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,36,36
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,24,24
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,55,55
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,38,38
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6204,6204
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,25,25
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,27,27
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,104,104
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,12,12
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,117,117
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,32,32
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,848,848
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,27,27
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,25,25
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,46,46
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,15,15
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,261,261
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,23,23
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,10,10
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,100,100
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,8,8
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,118,118
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,112,112
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,16,16
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,58,58
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,21,21
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,1,1
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,159,159
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,421,421
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,62,62
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,22,22
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,12,12
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,38,38
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,4,4
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,6,6
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,68,68
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,546,546
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,15,15
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,58,58
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,151,151
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,54,54
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,24,24
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,83,83
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,15,15
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,21,21
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,2,2
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,5,5
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,3,3
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-07-01,11,11
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,167,167
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,51,51
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,70,70
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,6,6
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,25,25
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,13,13
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,9,9
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,59,59
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,20,20
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,154,154
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,67,67
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,119,119
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,124,124
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,108,108
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,15,15
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,501,501
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,54,54
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,1,1
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,163,163
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,11,11
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,18,18
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,8,8
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,18,18
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,66,66
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,156,156
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,25,25
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,170,170
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10,10
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,13,13
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,38,38
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,44,44
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,17,17
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,7,7
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,16,16
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,3,3
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,24,24
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,121,121
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,313,313
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-08-01,10979,10979
