,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,10,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,38,15,53
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,6,8
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,21,3,24
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,9,21
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,6,9
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,21,15,36
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,3,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,18,1,19
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,17,10,27
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,76,0,76
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,4,23
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,5,8
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,4,13
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,5,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,28,22,50
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,8,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,17,5,22
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,3,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,59,25,84
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,39,20,59
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,10,20
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,2,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,6,25
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,28,23,51
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,1,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,3,19
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,22,1,23
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,7,20
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,22,8,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,92,3,95
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,34,10,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,7,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,21,11,32
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,82,17,99
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,4,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,15,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,3,6
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,54,11,65
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,1,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,23,54,77
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,15,9,24
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,48,2,50
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,10,29
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,19,28
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,7,11
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,10,23
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,35,6,41
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,110,3,113
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,25,34
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1301,22,1323
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,95,3,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,4,14
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,33,11,44
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,3,19
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,39,38,77
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,7,15
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,28,47
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,4,10
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,25,8,33
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,4,6
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,35,12,47
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,5,16
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,27,1,28
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,7,7,14
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,18,4,22
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,1,4
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,15,13,28
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,108,0,108
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,36,24,60
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,1,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,22,12,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,0,3
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,1,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1708,57,1765
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,6,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,25,3,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,24,2,26
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,117,3,120
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,27,21,48
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,68,9,77
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,1,7
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,2,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,29,8,37
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,2,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,39,14,53
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,9,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,14,4,18
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,4,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,85,3,88
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,9,25
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,14,1,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,1,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,61,2,63
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,4,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,7,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,1,7
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,2,4
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,6,9
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,13,25
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,10,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,13,26
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,4,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,14,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,92,8,100
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,153,1,154
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1282,29,1311
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,3,14
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,17,4,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,54,43,97
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,0,8
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,3,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,0,10
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,6,18
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,14,11,25
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,0,12
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,45,1,46
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,5,14
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,60,11,71
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,43,24,67
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,10,21
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,28,5,33
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,288,8,296
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,12,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,6,7
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,17,30
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,31,1,32
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,5,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,507,2,509
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,5,21
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,6,22
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,68,12,80
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,25,13,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,45,6,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,3,6
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,32,6,38
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,6,11
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,4,8
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,37,49
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,10,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,15,4,19
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,1,11
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,29,3,32
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,4,13
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,13,7,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,39,6,45
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,1,9
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,0,4
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,329,9,338
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,8,12
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,3,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,29,25,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,15,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,14,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,2,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,6,4,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,46,6,52
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,0,16
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,2,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,46,2,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,150,14,164
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,16,21,37
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,50,1,51
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,4,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,265,16,281
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,0,12
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,13,24
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,26,12,38
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,166,19,185
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,33,1,34
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,26,1,27
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,263,31,294
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,4,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,23,10,33
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,1,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,8,13
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,4,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,25,1,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,12,11,23
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,3,14
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,90,25,115
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,21,4,25
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,41,4,45
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,33,11,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,40,12,52
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,3,2,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,45,2,47
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,0,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,22,2,24
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,17,3,20
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,86,53,139
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,2,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,23,8,31
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,32,16,48
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,44,4,48
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,22,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,34,39,73
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,0,6,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,9,0,9
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,0,2
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,13,18
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,19,0,19
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,45,8,53
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2651,51,2702
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,20,8,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,29,3,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,4,3,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,2,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,4,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,7,2,9
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,10,2,12
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,11,3,14
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,43,6,49
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2013-07-01,8,8,16
