,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,13,7,20
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,385,20,405
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,13,3,16
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,13,4,17
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,25,6,31
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,27,29,56
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,12,2,14
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,93,31,124
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,31,4,35
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,3,0,3
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,4,4,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,15,14,29
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,8,5,13
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,5,26,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,22,14,36
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,304,41,345
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,73,10,83
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,3,0,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,2,11,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,23,21,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,18,4,22
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,13,5,18
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,57,3,60
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,11,5,16
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,24,2,26
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,92,36,128
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,2,6,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,16,6,22
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,86,24,110
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,13,7,20
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,8,13,21
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,190,23,213
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,15,1,16
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,63,4,67
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,91,0,91
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,5,5,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,4,1,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,197,22,219
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,1,9,10
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,163,41,204
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,3,3,6
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,8,2,10
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,102,10,112
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,7,7,14
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,8,4,12
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,0,10,10
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-06-01,7,3,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,7,8
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,40,22,62
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,13,12,25
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,38,15,53
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,6,8
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,21,3,24
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,9,21
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,6,9
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,21,17,38
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,3,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,18,1,19
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,17,10,27
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,13,2,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,74,0,74
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,4,23
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,5,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,4,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,29,23,52
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,8,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,5,24
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,3,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,60,26,86
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,38,20,58
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,10,20
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,2,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,6,25
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,31,31,62
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,1,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,16,3,19
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,21,2,23
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,13,7,20
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,23,8,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,94,3,97
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,34,10,44
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,8,13
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,23,11,34
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,82,17,99
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,5,24
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,17,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,3,6
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,63,12,75
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,1,11
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,29,92,121
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,15,8,23
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,49,4,53
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,10,29
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,19,28
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,8,13
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,15,10,25
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,36,6,42
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,114,5,119
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,27,36
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1302,20,1322
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,105,3,108
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,5,15
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,40,18,58
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,16,3,19
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,39,38,77
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,7,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,28,47
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,4,10
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,25,9,34
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,4,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,36,6,42
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,5,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,32,1,33
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,7,7,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,18,6,24
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,1,4
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,17,13,30
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,189,3,192
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,36,24,60
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,1,3
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,22,11,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,0,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,1,7
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1887,85,1972
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,6,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,26,3,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,24,2,26
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,122,3,125
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,27,22,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,79,12,91
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,1,7
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,2,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,29,8,37
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,7,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,41,14,55
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,9,15
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,5,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,4,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,82,3,85
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,15,14,29
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,1,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,65,4,69
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,4,8
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,1,7
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,2,4
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,7,11
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,13,25
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,10,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,13,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,4,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,98,8,106
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,193,3,196
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1340,34,1374
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,11,3,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,17,5,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,50,46,96
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,0,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,3,11
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,11,0,11
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,7,19
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,19,11,30
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,0,12
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,36,1,37
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,5,14
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,61,11,72
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,43,24,67
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,11,10,21
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,31,6,37
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,297,9,306
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,12,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,1,6,7
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,13,17,30
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,31,2,33
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,5,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,578,1,579
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,16,4,20
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,16,6,22
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,70,14,84
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,26,13,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,47,3,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,37,6,43
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,8,5,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,4,8
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,41,53
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,9,10,19
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,17,4,21
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,1,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,37,4,41
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,4,18
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,14,8,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,40,6,46
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,10,1,11
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,0,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,394,13,407
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,4,8,12
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,30,28,58
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,18,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,14,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,6,4,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,46,6,52
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,17,1,18
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,2,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,46,2,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,152,11,163
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,16,24,40
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,51,3,54
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,3,4,7
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,270,17,287
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,12,0,12
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,11,13,24
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,26,12,38
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,221,22,243
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,33,1,34
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,35,3,38
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,266,28,294
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,2,4,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,26,10,36
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-07-01,5,8,13
