,group,variable,month,BCG,BCG,TOTALES
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-06-01,321,2,323
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-06-01,68,8,76
TURCO,vacunaciones en menores de 1 ano,bcg,2013-06-01,1,1,2
UMALA,vacunaciones en menores de 1 ano,bcg,2013-06-01,1,7,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-06-01,33,13,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-06-01,9,1,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-06-01,14,0,14
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-06-01,46,10,56
VACAS,vacunaciones en menores de 1 ano,bcg,2013-06-01,0,14,14
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-06-01,37,1,38
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-06-01,63,11,74
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-06-01,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-06-01,13,9,22
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-06-01,92,1,93
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-06-01,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-06-01,1,1,2
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-06-01,6,6,12
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-06-01,172,24,196
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-06-01,9,4,13
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-06-01,58,5,63
VINTO,vacunaciones en menores de 1 ano,bcg,2013-06-01,104,0,104
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-06-01,8,6,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2013-06-01,2,2,4
WARNES,vacunaciones en menores de 1 ano,bcg,2013-06-01,118,5,123
YACO,vacunaciones en menores de 1 ano,bcg,2013-06-01,4,4,8
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-06-01,168,11,179
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-06-01,7,0,7
YANACACHI,vacunaciones en menores de 1 ano,bcg,2013-06-01,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-06-01,107,6,113
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-06-01,4,12,16
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-06-01,5,4,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-06-01,0,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-06-01,10,0,10
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,2,4
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-07-01,54,30,84
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,8,20
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-07-01,44,12,56
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,4,4
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,2,8
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,1,17
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,15,21
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,4,9
APOLO,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,5,25
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,4,4
ARANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,17,0,17
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,5,15
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-07-01,17,10,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,76,0,76
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-07-01,26,5,31
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,3,3
AYATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,1,6
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-07-01,28,21,49
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,4,12
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,16,28
BAURES,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-07-01,57,6,63
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,23,14,37
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,13,13
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,1,9
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,18,24,42
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,5,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-07-01,4,14,18
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,16,19
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-07-01,39,5,44
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-07-01,6,0,6
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-07-01,81,0,81
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,23,0,23
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,18,22
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-07-01,25,5,30
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-07-01,78,15,93
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-07-01,11,6,17
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,14,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,9,12
CATACORA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,58,17,75
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,6,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-07-01,24,84,108
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,17,23
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-07-01,25,6,31
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,2,5
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-07-01,43,8,51
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,20,25
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,10,26
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-07-01,28,6,34
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-07-01,136,2,138
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,15,25
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1670,24,1694
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-07-01,81,3,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-07-01,4,8,12
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-07-01,36,9,45
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,4,11
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,23,53,76
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,7,8
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,28,29
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,27,10,37
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,4,5
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-07-01,31,5,36
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,8,20
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,7,27
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,4,10
COROICO,vacunaciones en menores de 1 ano,bcg,2013-07-01,24,12,36
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,5,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,24,27
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,112,8,120
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,22,10,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2013-07-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-07-01,32,6,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,2,9
CURVA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,5,7
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-07-01,1666,62,1728
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,3,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-07-01,9,5,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-07-01,5,9,14
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-07-01,96,0,96
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-07-01,18,10,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-07-01,36,2,38
ESCARA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-07-01,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2013-07-01,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,1,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,11,27
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,9,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-07-01,36,16,52
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-07-01,5,10,15
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-07-01,18,5,23
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,5,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-07-01,94,0,94
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,11,17,28
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,8,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-07-01,3,2,5
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-07-01,43,0,43
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,5,8
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,5,6
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,4,4
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,1,3
ICLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,7,15
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,2,14
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,12,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-07-01,16,9,25
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,21,0,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,4,10
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,71,8,79
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-07-01,116,7,123
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,1890,0,1890
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,1,6
LAJA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,14,24
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,0,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-07-01,43,57,100
LLICA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,0,3
LORETO,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,14,14
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
MACHARETI,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,2,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,18,19
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-07-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,6,7
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-07-01,23,2,25
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,4,14
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-07-01,27,0,27
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-07-01,30,9,39
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,15,19
MOJINETE,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,5,13
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-07-01,56,1,57
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-07-01,367,1,368
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,25,26
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2013-07-01,1,5,6
OCURI,vacunaciones en menores de 1 ano,bcg,2013-07-01,15,19,34
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-07-01,26,3,29
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,1,6
ORURO,vacunaciones en menores de 1 ano,bcg,2013-07-01,811,1,812
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,11,7,18
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-07-01,28,0,28
PAILON,vacunaciones en menores de 1 ano,bcg,2013-07-01,46,10,56
PALCA,vacunaciones en menores de 1 ano,bcg,2013-07-01,15,10,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,48,8,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,45,9,54
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,4,6
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,11,14
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,47,52
POCONA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,9,12
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-07-01,19,1,20
POOPO,vacunaciones en menores de 1 ano,bcg,2013-07-01,13,1,14
PORCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,28,2,30
POROMA,vacunaciones en menores de 1 ano,bcg,2013-07-01,14,7,21
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,0,20
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-07-01,51,0,51
PORVENIR,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,0,3
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-07-01,730,23,753
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,15,19
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,24,31,55
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,17,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,19,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-07-01,14,7,21
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,16,17
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,32,0,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-07-01,140,2,142
PUNA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,15,25
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,86,1,87
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-07-01,285,11,296
QUIME,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,7,12
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,28,38
REYES,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,14,34
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,321,0,321
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,11,27
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-07-01,35,1,36
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2013-07-01,248,6,254
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,0,5
SACACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,36,13,49
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,10,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,5,15
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,1,13
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-07-01,9,5,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,7,14
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,4,12
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-07-01,76,11,87
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-07-01,13,3,16
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,44,7,51
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-07-01,35,28,63
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,130,6,136
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-07-01,6,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-07-01,41,0,41
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,7,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,25,4,29
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,11,4,15
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-07-01,80,45,125
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-07-01,7,8,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-07-01,10,4,14
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,29,20,49
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,19,9,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,0,12
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,0,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,27,47
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,12,12
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,4,8
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,8,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-07-01,9,0,9
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-07-01,35,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2926,115,3041
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-07-01,21,10,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,2,9
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,7,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,4,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,14,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,4,9
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,9,12
SENA,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,3,10
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-07-01,44,0,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-07-01,15,13,28
SICAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-07-01,62,3,65
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,3,6
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,17,22
SORATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,17,9,26
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-07-01,640,10,650
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,1,6
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,10,15
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,8,5,13
TAHUA,vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-07-01,20,30,50
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,7,19
TARACO,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,2,7
TARATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,9,6,15
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-07-01,473,3,476
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-07-01,16,7,23
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,8,20
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-07-01,15,5,20
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,22,28,50
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,1,13
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-07-01,104,15,119
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-07-01,30,9,39
TOCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,0,2
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,1,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-07-01,6,3,9
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-07-01,5,6,11
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-07-01,7,10,17
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-07-01,3,7,10
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-07-01,12,12,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-07-01,19,6,25
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-07-01,1,1,2
TRIGAL,vacunaciones en menores de 1 ano,bcg,2013-07-01,4,0,4
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-07-01,327,1,328
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-07-01,96,10,106
TURCO,vacunaciones en menores de 1 ano,bcg,2013-07-01,0,2,2
UMALA,vacunaciones en menores de 1 ano,bcg,2013-07-01,2,10,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-07-01,30,4,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-07-01,9,1,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-07-01,10,0,10
