,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,3,8,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,18,3,21
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,77,20,97
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,17,15,32
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,69,12,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,0,10,10
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,12,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,6,3,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,147,25,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,13,6,19
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,62,7,69
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,75,0,75
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,4,0,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,145,26,171
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,1,12,13
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,172,30,202
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,9,5,14
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,94,12,106
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,6,4,10
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,5,2,7
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,0,3,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-06-01,4,5,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,1,3
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,46,18,64
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,8,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,33,14,47
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,1,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,19,2,21
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,12,6,18
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,11,15
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,22,18,40
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,7,9
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,16,29
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,4,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,65,0,65
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,9,35
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,7,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,8,4,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,21,25,46
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,11,6,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,10,25
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,0,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,32,30,62
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,17,21,38
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,11,14
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,29,6,35
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,30,18,48
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,8,5,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,1,5
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,1,16
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,3,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,6,15
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,18,4,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,6,8
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,71,3,74
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,30,5,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,2,8
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,17,12,29
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,71,9,80
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,18,5,23
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,13,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,10,15
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,43,9,52
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,9,12
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,24,49,73
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,17,33
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,46,5,51
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,0,5
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,35,8,43
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,5,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,11,8,19
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,18,4,22
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,22,15,37
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,87,2,89
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,26,39
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1278,14,1292
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,67,1,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,21,7,28
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,2,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,37,11,48
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,2,8
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,36,32,68
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,8,10
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,20,22,42
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,29,12,41
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,48,6,54
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,15,28
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,9,35
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,10,3,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,19,7,26
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,4,10
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,9,25
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,67,0,67
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,33,20,53
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,5,12
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,28,10,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,5,9
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1409,41,1450
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,5,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,20,4,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,4,17
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,93,5,98
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,28,21,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,56,10,66
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,8,2,10
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,27,3,30
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,0,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,45,13,58
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,10,14,24
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,14,5,19
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,4,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,77,2,79
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,18,11,29
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,7,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,8,34
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,2,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,1,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,1,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,6,8
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,6,13
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,1,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,14,10,24
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,10,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,17,21,38
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,73,4,77
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,168,3,171
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1129,25,1154
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,6,9
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,5,18
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,1,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,51,65,116
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,0,3
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,5,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,10,5,15
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,10,5,15
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,0,26
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,22,2,24
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,12,7,19
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,67,20,87
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,42,24,66
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,8,14
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,2,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,8,12
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,42,9,51
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,266,8,274
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,15,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,21,13,34
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,21,2,23
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,4,5
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,420,4,424
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,20,5,25
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,4,10
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,52,21,73
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,7,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,27,5,32
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,5,12
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,2,7
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,22,1,23
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,5,11
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,5,12
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,12,28,40
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,9,15
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,12,5,17
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,7,1,8
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,30,5,35
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,18,27
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,17,4,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,42,0,42
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,1,5
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,304,14,318
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,8,11
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,22,18,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,19,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,5,7,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,6,0,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,39,2,41
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,2,11
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,3,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,41,5,46
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,109,7,116
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,11,16,27
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,45,1,46
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,226,14,240
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,0,15
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,9,21,30
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,15,16,31
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,160,32,192
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,28,5,33
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,25,2,27
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,0,1
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,208,32,240
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,1,1,2
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,19,8,27
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,8,8,16
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,8,5,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,13,6,19
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,2,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,11,5,16
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,10,1,11
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,93,19,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,14,4,18
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,32,10,42
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,16,14,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,28,5,33
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,2,4,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,39,3,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,19,3,22
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,23,1,24
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,63,34,97
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,3,3,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,27,9,36
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,21,47
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,36,1,37
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-07-01,26,0,26
