,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
SORATA,atencion odontologica,aplicacion de fluor,2019-06-01,0,5,2,5,0,0,0,0,0,0,0,0,0,0,12
SUCRE,atencion odontologica,aplicacion de fluor,2019-06-01,175,187,58,44,12,15,28,63,1,6,0,0,0,0,589
TACACOMA,atencion odontologica,aplicacion de fluor,2019-06-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
TAHUA,atencion odontologica,aplicacion de fluor,2019-06-01,3,2,10,6,0,0,0,1,0,0,0,0,0,0,22
TAPACARI,atencion odontologica,aplicacion de fluor,2019-06-01,4,5,0,4,0,1,0,2,0,0,0,0,0,0,16
TARABUCO,atencion odontologica,aplicacion de fluor,2019-06-01,8,10,15,7,0,4,0,4,0,0,0,0,0,0,48
TARACO,atencion odontologica,aplicacion de fluor,2019-06-01,0,1,3,1,0,0,1,1,0,0,0,0,0,0,7
TARIJA,atencion odontologica,aplicacion de fluor,2019-06-01,17,8,23,31,7,5,4,7,0,0,0,0,0,0,102
TARVITA,atencion odontologica,aplicacion de fluor,2019-06-01,63,38,10,10,0,3,0,4,0,0,0,0,0,0,128
TEOPONTE,atencion odontologica,aplicacion de fluor,2019-06-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
TIAHUANACU,atencion odontologica,aplicacion de fluor,2019-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2019-06-01,3,9,9,11,4,2,3,16,3,10,0,0,0,0,70
TIPUANI,atencion odontologica,aplicacion de fluor,2019-06-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2019-06-01,21,25,8,12,4,4,4,18,1,1,0,0,0,0,98
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2019-06-01,0,0,1,5,0,2,0,2,0,1,0,0,0,0,11
TOCO,atencion odontologica,aplicacion de fluor,2019-06-01,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
TOLATA,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,aplicacion de fluor,2019-06-01,12,7,25,18,0,1,0,0,1,1,0,0,0,0,65
TOMAVE,atencion odontologica,aplicacion de fluor,2019-06-01,6,7,2,2,0,0,0,0,0,0,0,0,0,0,17
TOMINA,atencion odontologica,aplicacion de fluor,2019-06-01,2,0,10,8,1,0,2,4,0,0,0,0,0,0,27
TORO TORO,atencion odontologica,aplicacion de fluor,2019-06-01,1,1,3,4,0,1,0,0,0,0,0,0,0,0,10
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2019-06-01,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2019-06-01,1,0,2,2,1,2,2,3,0,0,0,0,0,0,13
TRIGAL,atencion odontologica,aplicacion de fluor,2019-06-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,aplicacion de fluor,2019-06-01,14,8,12,15,5,3,3,51,0,0,0,0,0,0,111
TUPIZA,atencion odontologica,aplicacion de fluor,2019-06-01,5,6,5,12,1,3,4,30,14,1,0,0,0,0,81
TURCO,atencion odontologica,aplicacion de fluor,2019-06-01,1,2,0,1,0,1,3,7,0,0,0,0,0,0,15
UMALA,atencion odontologica,aplicacion de fluor,2019-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
UNCIA,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,14,20,1,0,0,12,0,0,0,0,0,0,47
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2019-06-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
UYUNI,atencion odontologica,aplicacion de fluor,2019-06-01,3,4,4,5,0,2,2,5,2,0,0,0,0,0,27
VACAS,atencion odontologica,aplicacion de fluor,2019-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2019-06-01,58,67,19,12,1,2,24,5,0,0,0,0,0,0,188
VIACHA,atencion odontologica,aplicacion de fluor,2019-06-01,10,6,10,18,1,0,5,7,2,0,0,0,0,0,59
VILA VILA,atencion odontologica,aplicacion de fluor,2019-06-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,2,6,0,0,0,0,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,aplicacion de fluor,2019-06-01,9,12,7,7,3,0,0,0,0,0,0,0,0,0,38
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2019-06-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2019-06-01,1,0,1,1,0,0,0,2,0,0,0,0,0,0,5
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,4,1,1,0,0,0,0,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2019-06-01,1,4,4,3,1,4,9,7,2,0,0,0,0,0,35
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2019-06-01,3,1,3,1,0,0,2,0,1,0,0,0,0,0,11
VILLAZON,atencion odontologica,aplicacion de fluor,2019-06-01,6,1,5,8,0,4,0,14,2,1,0,0,0,0,41
VINTO,atencion odontologica,aplicacion de fluor,2019-06-01,3,2,2,0,0,0,1,0,0,0,0,0,0,0,8
VITICHI,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
WARNES,atencion odontologica,aplicacion de fluor,2019-06-01,18,16,7,7,2,3,3,6,0,0,0,0,0,0,62
YACO,atencion odontologica,aplicacion de fluor,2019-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
YACUIBA,atencion odontologica,aplicacion de fluor,2019-06-01,3,7,13,10,0,3,13,13,7,2,0,0,0,0,71
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2019-06-01,4,7,3,1,0,0,0,0,0,0,0,0,0,0,15
YAPACANI,atencion odontologica,aplicacion de fluor,2019-06-01,12,14,6,11,3,5,4,17,4,6,0,0,0,0,82
YOCALLA,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,aplicacion de fluor,2019-06-01,2,2,4,13,1,4,0,4,0,0,0,0,0,0,30
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2019-06-01,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6
ACACIO,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,25,62,0,13,6,6,0,0,0,0,0,0,113
ACHACACHI,atencion odontologica,aplicacion de fluor,2019-07-01,3,4,2,3,0,2,2,3,0,0,0,0,0,0,19
ACHOCALLA,atencion odontologica,aplicacion de fluor,2019-07-01,11,7,2,4,0,0,0,0,0,0,0,0,0,0,24
AIQUILE,atencion odontologica,aplicacion de fluor,2019-07-01,0,3,3,4,1,0,2,5,1,1,0,0,0,0,20
ALCALA,atencion odontologica,aplicacion de fluor,2019-07-01,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4
ALTO BENI,atencion odontologica,aplicacion de fluor,2019-07-01,7,12,7,3,0,0,1,1,0,0,0,0,0,0,31
ANCORAIMES,atencion odontologica,aplicacion de fluor,2019-07-01,3,5,4,3,0,0,0,0,0,0,0,0,0,0,15
ANDAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,3,1,0,0,0,2,0,0,0,0,0,0,8
ANTEQUERA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
ANZALDO,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5
APOLO,atencion odontologica,aplicacion de fluor,2019-07-01,4,2,0,1,0,0,0,0,0,0,0,0,0,0,7
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2019-07-01,8,0,0,0,0,1,0,0,0,0,0,0,0,0,9
ARANI,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,aplicacion de fluor,2019-07-01,5,2,3,4,1,4,0,1,0,0,0,0,0,0,20
ARQUE,atencion odontologica,aplicacion de fluor,2019-07-01,3,5,1,2,1,1,3,9,0,2,0,0,0,0,27
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2019-07-01,47,41,0,2,0,0,0,0,0,0,0,0,0,0,90
ATOCHA,atencion odontologica,aplicacion de fluor,2019-07-01,0,2,20,15,1,1,0,0,0,0,0,0,0,0,39
AYATA,atencion odontologica,aplicacion de fluor,2019-07-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
AYO AYO,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,1,2,0,0,0,1,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,2,1,2,0,2,0,0,0,0,0,0,7
AZURDUY,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,1,5,2,0,2,1,0,0,0,0,0,0,12
BATALLAS,atencion odontologica,aplicacion de fluor,2019-07-01,2,5,2,0,1,0,0,0,0,0,0,0,0,0,10
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,2,0,0,0,3,1,0,0,0,0,0,8
BELLA FLOR,atencion odontologica,aplicacion de fluor,2019-07-01,8,11,9,5,0,1,0,2,0,0,0,0,0,0,36
BERMEJO,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,4,0,1,0,0,1,0,0,0,0,0,0,6
BETANZOS,atencion odontologica,aplicacion de fluor,2019-07-01,3,5,2,4,0,1,0,1,0,0,0,0,0,0,16
BOLIVAR,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,4,1,0,2,1,0,1,1,0,0,0,0,10
BOYUIBE,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,6,0,2,0,2,2,0,0,0,0,0,14
CABEZAS,atencion odontologica,aplicacion de fluor,2019-07-01,47,52,8,10,3,5,0,21,0,0,0,0,0,0,146
CAIROMA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2019-07-01,3,4,1,0,0,0,0,0,0,0,0,0,0,0,8
CAJUATA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4
CALACOTO,atencion odontologica,aplicacion de fluor,2019-07-01,5,2,5,7,0,0,0,0,0,0,0,0,0,0,19
CALAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5
CAMARGO,atencion odontologica,aplicacion de fluor,2019-07-01,2,1,1,5,1,0,0,2,0,0,0,0,0,0,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2019-07-01,0,2,0,3,0,1,0,1,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,aplicacion de fluor,2019-07-01,114,90,84,20,7,12,6,25,3,7,0,0,0,0,368
CAPINOTA,atencion odontologica,aplicacion de fluor,2019-07-01,1,3,2,3,0,2,0,2,0,0,0,0,0,0,13
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,aplicacion de fluor,2019-07-01,8,7,8,16,4,1,0,4,2,1,0,0,0,0,51
CARANAVI,atencion odontologica,aplicacion de fluor,2019-07-01,40,29,8,11,4,4,2,10,0,0,0,0,0,0,108
CARAPARI,atencion odontologica,aplicacion de fluor,2019-07-01,8,4,18,14,0,0,0,0,0,0,0,0,0,0,44
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2019-07-01,3,11,19,22,0,0,0,0,0,0,0,0,0,0,55
CHACARILLA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CHALLAPATA,atencion odontologica,aplicacion de fluor,2019-07-01,5,5,4,14,1,5,3,8,0,0,0,0,0,0,45
CHAQUI,atencion odontologica,aplicacion de fluor,2019-07-01,4,0,4,3,0,1,0,1,0,0,0,0,0,0,13
CHARAGUA,atencion odontologica,aplicacion de fluor,2019-07-01,14,20,1,2,0,1,0,2,0,0,0,0,0,0,40
CHAYANTA,atencion odontologica,aplicacion de fluor,2019-07-01,0,4,1,3,2,0,0,5,0,0,0,0,0,0,15
CHIMORE,atencion odontologica,aplicacion de fluor,2019-07-01,2,2,1,1,2,3,1,3,0,0,0,0,0,0,15
CHOQUE COTA,atencion odontologica,aplicacion de fluor,2019-07-01,2,3,10,8,0,0,0,0,0,0,0,0,0,0,23
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2019-07-01,10,15,0,1,0,0,1,2,0,0,0,0,0,0,29
CHUMA,atencion odontologica,aplicacion de fluor,2019-07-01,6,4,4,0,1,0,1,0,0,0,0,0,0,0,16
CKOCHAS,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
CLIZA,atencion odontologica,aplicacion de fluor,2019-07-01,5,1,1,7,1,4,1,7,0,0,0,0,0,0,27
COBIJA,atencion odontologica,aplicacion de fluor,2019-07-01,59,67,10,24,6,12,31,37,0,1,0,0,0,0,247
COCAPATA,atencion odontologica,aplicacion de fluor,2019-07-01,3,1,2,1,0,1,0,1,0,0,0,0,0,0,9
COCHABAMBA,atencion odontologica,aplicacion de fluor,2019-07-01,187,201,222,261,84,106,74,214,41,39,0,0,0,0,1429
COIPASA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2019-07-01,7,11,17,11,1,5,4,5,1,3,0,0,0,0,65
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2019-07-01,3,2,9,11,0,1,1,4,2,0,0,0,0,0,33
COLLANA,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3
COLOMI,atencion odontologica,aplicacion de fluor,2019-07-01,6,3,0,1,1,0,0,1,0,0,0,0,0,0,12
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2019-07-01,17,12,80,99,0,7,0,26,7,28,0,0,0,0,276
COLQUECHACA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,18,2,3,0,1,0,0,0,0,0,0,25
COLQUENCHA,atencion odontologica,aplicacion de fluor,2019-07-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5
COLQUIRI,atencion odontologica,aplicacion de fluor,2019-07-01,8,1,6,3,2,2,3,5,0,0,0,0,0,0,30
CONCEPCION,atencion odontologica,aplicacion de fluor,2019-07-01,13,8,2,0,0,0,1,0,0,0,0,0,0,0,24
COPACABANA,atencion odontologica,aplicacion de fluor,2019-07-01,6,7,2,1,0,0,0,0,0,0,0,0,0,0,16
CORIPATA,atencion odontologica,aplicacion de fluor,2019-07-01,8,5,2,4,1,0,2,7,0,0,0,0,0,0,29
CORO CORO,atencion odontologica,aplicacion de fluor,2019-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
COROICO,atencion odontologica,aplicacion de fluor,2019-07-01,2,2,8,7,0,0,1,0,0,0,0,0,0,0,20
CORQUE,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,0,6,7,15,1,0,0,0,0,0,29
COTAGAITA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COTOCA,atencion odontologica,aplicacion de fluor,2019-07-01,99,131,9,4,0,6,4,34,1,2,0,0,0,0,290
CRUZ DE MACHACAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2019-07-01,6,5,4,10,0,3,0,5,0,0,0,0,0,0,33
CUEVO,atencion odontologica,aplicacion de fluor,2019-07-01,4,2,0,1,0,0,0,6,0,0,0,0,0,0,13
CULPINA,atencion odontologica,aplicacion de fluor,2019-07-01,2,1,1,3,0,0,0,0,0,0,0,0,0,0,7
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2019-07-01,0,2,3,1,0,0,1,0,1,0,0,0,0,0,8
CURVA,atencion odontologica,aplicacion de fluor,2019-07-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5
DESAGUADERO,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,aplicacion de fluor,2019-07-01,272,270,237,290,49,94,37,96,1,1,0,0,0,0,1347
EL CHORO,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2019-07-01,7,11,3,2,0,4,1,10,3,0,0,0,0,0,41
EL TORNO,atencion odontologica,aplicacion de fluor,2019-07-01,131,147,11,18,6,9,4,14,1,3,0,0,0,0,344
EL VILLAR,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2019-07-01,13,12,4,10,0,0,0,0,0,0,0,0,0,0,39
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2019-07-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4
ESCOMA,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,aplicacion de fluor,2019-07-01,5,5,2,5,0,0,0,0,0,0,0,0,0,0,17
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2019-07-01,1,1,19,19,0,0,0,0,0,0,0,0,0,0,40
GUANAY,atencion odontologica,aplicacion de fluor,2019-07-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9
GUAQUI,atencion odontologica,aplicacion de fluor,2019-07-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2019-07-01,3,3,8,11,6,6,2,5,1,0,0,0,0,0,45
GUTIERREZ,atencion odontologica,aplicacion de fluor,2019-07-01,32,46,4,2,0,0,0,10,3,1,0,0,0,0,98
HUACARETA,atencion odontologica,aplicacion de fluor,2019-07-01,1,4,1,0,0,0,0,4,0,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2019-07-01,4,0,1,6,0,0,0,0,0,0,0,0,0,0,11
HUANUNI,atencion odontologica,aplicacion de fluor,2019-07-01,1,2,6,6,2,2,1,8,1,2,0,0,0,0,31
HUARACAJE,atencion odontologica,aplicacion de fluor,2019-07-01,0,2,0,0,1,1,1,1,0,0,0,0,0,0,6
HUATAJATA,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,1,0,5,4,0,5,0,0,0,0,0,0,16
HUMANATA,atencion odontologica,aplicacion de fluor,2019-07-01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,6
ICHOCA,atencion odontologica,aplicacion de fluor,2019-07-01,7,14,2,0,0,0,0,1,0,0,0,0,0,0,24
ICLA,atencion odontologica,aplicacion de fluor,2019-07-01,2,3,1,5,0,1,1,3,0,0,0,0,0,0,16
INCAHUASI,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
INQUISIVI,atencion odontologica,aplicacion de fluor,2019-07-01,2,2,3,1,0,1,0,0,0,0,0,0,0,0,9
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2019-07-01,15,9,7,1,0,0,2,4,1,0,0,0,0,0,39
IXIAMAS,atencion odontologica,aplicacion de fluor,2019-07-01,3,3,1,6,0,0,0,0,0,0,0,0,0,0,13
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2019-07-01,9,10,0,0,0,0,0,0,0,1,0,0,0,0,20
LA ASUNTA,atencion odontologica,aplicacion de fluor,2019-07-01,21,25,21,23,2,10,0,4,0,0,0,0,0,0,106
LA GUARDIA,atencion odontologica,aplicacion de fluor,2019-07-01,242,196,4,19,0,5,0,24,5,5,0,0,0,0,500
LA PAZ,atencion odontologica,aplicacion de fluor,2019-07-01,467,329,870,775,54,58,96,134,23,16,0,0,0,0,2822
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2019-07-01,9,7,2,0,0,0,0,3,0,0,0,0,0,0,21
LAJA,atencion odontologica,aplicacion de fluor,2019-07-01,14,7,4,3,0,1,0,0,0,0,0,0,0,0,29
LAS CARRERAS,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,aplicacion de fluor,2019-07-01,6,7,1,4,1,3,1,3,0,0,0,0,0,0,26
LORETO,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,aplicacion de fluor,2019-07-01,5,6,3,1,0,0,0,0,0,0,0,0,0,0,15
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,6,4,0,0,0,1,9,0,0,0,0,0,22
MACHARETI,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6
MAGDALENA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
MAIRANA,atencion odontologica,aplicacion de fluor,2019-07-01,12,10,13,24,4,8,4,25,1,0,0,0,0,0,101
MALLA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,aplicacion de fluor,2019-07-01,3,4,1,2,0,0,0,0,0,0,0,0,0,0,10
MECAPACA,atencion odontologica,aplicacion de fluor,2019-07-01,9,12,2,3,0,1,4,7,0,0,0,0,0,0,38
MIZQUE,atencion odontologica,aplicacion de fluor,2019-07-01,3,0,3,2,0,2,0,0,0,0,0,0,0,0,10
MOCOMOCO,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,7,0,0,1,0,0,0,0,0,0,0,0,9
MOJOCOYA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,2,0,4,1,3,0,1,0,0,0,0,12
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,4,2,3,2,3,8,0,0,0,0,0,0,23
MONTERO,atencion odontologica,aplicacion de fluor,2019-07-01,37,27,48,56,8,19,14,27,1,3,0,0,0,0,240
MORO MORO,atencion odontologica,aplicacion de fluor,2019-07-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
MOROCHATA,atencion odontologica,aplicacion de fluor,2019-07-01,1,0,4,3,0,0,0,0,0,0,0,0,0,0,8
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2019-07-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,5
NAZACARA DE PACAJES,atencion odontologica,aplicacion de fluor,2019-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4
OMEREQUE,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,0,0,2,3,2,2,0,0,0,0,0,0,9
ORURO,atencion odontologica,aplicacion de fluor,2019-07-01,27,20,60,59,20,34,37,64,23,21,0,0,0,0,365
PADCAYA,atencion odontologica,aplicacion de fluor,2019-07-01,11,4,4,3,0,1,0,0,0,0,0,0,0,0,23
PADILLA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,2,3,2,1,2,7,0,0,0,0,0,0,17
PAILON,atencion odontologica,aplicacion de fluor,2019-07-01,6,7,0,1,0,0,0,4,1,0,0,0,0,0,19
PALCA,atencion odontologica,aplicacion de fluor,2019-07-01,8,10,1,2,0,0,0,0,0,0,0,0,0,0,21
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2019-07-01,27,29,28,40,1,2,2,5,1,0,0,0,0,0,135
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2019-07-01,2,8,4,6,1,0,1,4,0,0,0,0,0,0,26
PASORAPA,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,aplicacion de fluor,2019-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
PAZÑA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
PELECHUCO,atencion odontologica,aplicacion de fluor,2019-07-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4
POCOATA,atencion odontologica,aplicacion de fluor,2019-07-01,4,6,2,6,0,2,5,10,2,5,0,0,0,0,42
POCONA,atencion odontologica,aplicacion de fluor,2019-07-01,1,1,4,1,0,0,1,0,0,0,0,0,0,0,8
POJO (CBBA),atencion odontologica,aplicacion de fluor,2019-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
POOPO,atencion odontologica,aplicacion de fluor,2019-07-01,7,1,4,3,0,0,1,0,0,0,0,0,0,0,16
PORCO,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,aplicacion de fluor,2019-07-01,6,12,4,2,0,1,0,1,0,0,0,0,0,0,26
PORONGO,atencion odontologica,aplicacion de fluor,2019-07-01,16,20,1,1,0,6,2,13,13,8,0,0,0,0,80
PORTACHUELO,atencion odontologica,aplicacion de fluor,2019-07-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,aplicacion de fluor,2019-07-01,7,7,0,7,0,6,0,0,0,0,0,0,0,0,27
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2019-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,aplicacion de fluor,2019-07-01,20,12,14,24,6,8,23,37,5,5,0,0,0,0,154
PRESTO,atencion odontologica,aplicacion de fluor,2019-07-01,2,1,0,1,0,1,1,1,0,0,0,0,0,0,7
