,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2019-06-01,0,0,51,38,7,4,16,30,7,0,0,0,0,0,153
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2019-06-01,0,0,8,8,0,0,0,2,0,0,0,0,0,0,18
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2019-06-01,0,0,9,22,3,5,5,11,7,11,0,0,0,0,73
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2019-06-01,0,0,2,0,5,3,3,2,5,2,0,0,0,0,22
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2019-06-01,0,0,2,1,1,1,2,4,7,2,0,0,0,0,20
SANTIVAÑES,atencion odontologica,exodoncia,2019-06-01,0,0,6,5,1,3,3,8,18,23,0,0,0,0,67
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2019-06-01,0,0,5,5,0,0,10,0,1,2,0,0,0,0,23
SAPAHAQUI,atencion odontologica,exodoncia,2019-06-01,0,0,20,27,6,6,12,36,7,4,0,0,0,0,118
SENA,atencion odontologica,exodoncia,2019-06-01,0,0,4,4,4,6,13,14,2,1,0,0,0,0,48
SHINAOTA,atencion odontologica,exodoncia,2019-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2019-06-01,0,0,15,8,10,14,8,26,7,8,0,0,0,0,96
SICAYA,atencion odontologica,exodoncia,2019-06-01,0,0,1,1,1,1,2,4,3,1,0,0,0,0,14
SIPE SIPE,atencion odontologica,exodoncia,2019-06-01,0,1,10,20,0,1,5,24,12,12,0,0,0,0,85
SOPACHUY,atencion odontologica,exodoncia,2019-06-01,0,0,5,9,1,0,2,7,0,0,0,0,0,0,24
SORACACHI,atencion odontologica,exodoncia,2019-06-01,0,0,19,15,2,1,6,12,5,8,0,0,0,0,68
SORATA,atencion odontologica,exodoncia,2019-06-01,0,0,10,13,3,1,4,16,28,25,0,0,0,0,100
SUCRE,atencion odontologica,exodoncia,2019-06-01,5,5,171,173,21,57,136,300,42,66,0,0,0,0,976
TACACHI,atencion odontologica,exodoncia,2019-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
TACACOMA,atencion odontologica,exodoncia,2019-06-01,0,0,5,6,5,4,14,18,0,2,0,0,0,0,54
TACOPAYA,atencion odontologica,exodoncia,2019-06-01,0,0,1,7,2,7,8,12,7,10,0,0,0,0,54
TAHUA,atencion odontologica,exodoncia,2019-06-01,0,0,6,1,0,2,0,1,0,0,0,0,0,0,10
TAPACARI,atencion odontologica,exodoncia,2019-06-01,0,0,9,17,3,16,16,120,51,94,0,0,0,0,326
TARABUCO,atencion odontologica,exodoncia,2019-06-01,0,0,6,26,3,7,8,51,19,8,0,0,0,0,128
TARACO,atencion odontologica,exodoncia,2019-06-01,0,0,4,3,4,3,1,4,5,3,0,0,0,0,27
TARATA,atencion odontologica,exodoncia,2019-06-01,0,0,2,3,0,0,2,6,4,2,0,0,0,0,19
TARIJA,atencion odontologica,exodoncia,2019-06-01,7,7,122,107,32,45,104,219,34,28,0,0,0,0,705
TARVITA,atencion odontologica,exodoncia,2019-06-01,0,0,4,10,1,14,12,99,19,21,0,0,0,0,180
TEOPONTE,atencion odontologica,exodoncia,2019-06-01,1,0,2,1,0,1,4,9,3,2,0,0,0,0,23
TIAHUANACU,atencion odontologica,exodoncia,2019-06-01,0,0,13,15,2,2,6,16,6,3,0,0,0,0,63
TINGUIPAYA,atencion odontologica,exodoncia,2019-06-01,0,0,26,20,4,10,15,38,22,28,0,0,0,0,163
TIPUANI,atencion odontologica,exodoncia,2019-06-01,0,0,0,0,0,0,0,1,6,1,0,0,0,0,8
TIQUIPAYA,atencion odontologica,exodoncia,2019-06-01,1,5,31,60,4,5,8,30,3,12,0,0,0,0,159
TIRAQUE (CBBA),atencion odontologica,exodoncia,2019-06-01,0,0,2,5,0,3,3,8,29,40,0,0,0,0,90
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2019-06-01,0,0,4,2,1,2,4,4,3,1,0,0,0,0,21
TOCO,atencion odontologica,exodoncia,2019-06-01,0,0,6,13,0,0,0,3,0,4,0,0,0,0,26
TODOS SANTOS,atencion odontologica,exodoncia,2019-06-01,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4
TOLATA,atencion odontologica,exodoncia,2019-06-01,1,0,3,3,1,1,1,6,2,1,0,0,0,0,19
TOLEDO,atencion odontologica,exodoncia,2019-06-01,0,0,3,5,1,2,3,4,1,0,0,0,0,0,19
TOMAVE,atencion odontologica,exodoncia,2019-06-01,0,0,12,10,2,4,15,37,15,16,0,0,0,0,111
TOMINA,atencion odontologica,exodoncia,2019-06-01,0,0,12,7,1,5,10,20,20,1,0,0,0,0,76
TORO TORO,atencion odontologica,exodoncia,2019-06-01,0,0,0,3,4,12,12,35,8,24,0,0,0,0,98
TOTORA(CBBA),atencion odontologica,exodoncia,2019-06-01,0,1,6,8,2,5,9,7,15,6,0,0,0,0,59
TOTORA(ORR),atencion odontologica,exodoncia,2019-06-01,0,0,1,3,0,0,2,2,0,3,0,0,0,0,11
TRIGAL,atencion odontologica,exodoncia,2019-06-01,0,0,2,4,0,2,0,16,2,0,0,0,0,0,26
TRINIDAD,atencion odontologica,exodoncia,2019-06-01,2,0,73,60,16,20,98,128,29,11,0,0,0,0,437
TUPIZA,atencion odontologica,exodoncia,2019-06-01,0,1,22,18,4,9,26,46,17,22,0,0,0,0,165
TURCO,atencion odontologica,exodoncia,2019-06-01,1,0,1,1,1,0,1,2,1,0,0,0,0,0,8
UMALA,atencion odontologica,exodoncia,2019-06-01,0,0,2,1,4,3,0,3,6,6,0,0,0,0,25
UNCIA,atencion odontologica,exodoncia,2019-06-01,0,1,5,7,1,5,7,13,5,4,0,0,0,0,48
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2019-06-01,0,0,13,11,5,4,14,45,6,2,0,0,0,0,100
URUBICHA,atencion odontologica,exodoncia,2019-06-01,0,0,1,0,1,0,0,4,1,0,0,0,0,0,7
UYUNI,atencion odontologica,exodoncia,2019-06-01,0,0,10,13,3,12,7,31,13,12,0,0,0,0,101
VACAS,atencion odontologica,exodoncia,2019-06-01,0,0,4,12,3,0,5,25,5,5,0,0,0,0,59
VALLEGRANDE,atencion odontologica,exodoncia,2019-06-01,1,0,12,15,0,0,4,17,14,5,0,0,0,0,68
VIACHA,atencion odontologica,exodoncia,2019-06-01,5,0,36,44,14,17,23,93,15,11,0,0,0,0,258
VILA VILA,atencion odontologica,exodoncia,2019-06-01,0,0,4,2,0,2,1,3,0,1,0,0,0,0,13
VILLA CHARCAS,atencion odontologica,exodoncia,2019-06-01,0,0,2,7,1,1,0,7,1,0,0,0,0,0,19
VILLA MONTES,atencion odontologica,exodoncia,2019-06-01,0,0,14,56,4,8,24,62,6,8,0,0,0,0,182
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2019-06-01,0,0,1,3,0,1,2,2,0,0,0,0,0,0,9
VILLA RIVERO,atencion odontologica,exodoncia,2019-06-01,0,0,2,2,1,1,3,5,5,1,0,0,0,0,20
VILLA SERRANO,atencion odontologica,exodoncia,2019-06-01,0,0,4,4,0,4,19,18,8,0,0,0,0,0,57
VILLA TUNARI,atencion odontologica,exodoncia,2019-06-01,2,2,52,53,5,12,22,56,2,2,0,0,0,0,208
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2019-06-01,0,0,5,21,1,4,19,72,27,30,0,0,0,0,179
VILLAZON,atencion odontologica,exodoncia,2019-06-01,0,0,23,48,3,13,39,64,8,13,0,0,0,0,211
VINTO,atencion odontologica,exodoncia,2019-06-01,0,0,21,10,1,6,7,22,5,7,0,0,0,0,79
VITICHI,atencion odontologica,exodoncia,2019-06-01,0,0,12,19,2,9,7,32,12,7,0,0,0,0,100
WALDO BALLIVIAN,atencion odontologica,exodoncia,2019-06-01,0,0,2,1,1,2,4,3,0,0,0,0,0,0,13
WARNES,atencion odontologica,exodoncia,2019-06-01,2,3,16,22,2,7,24,27,16,13,0,0,0,0,132
YACO,atencion odontologica,exodoncia,2019-06-01,0,0,6,5,6,6,6,18,6,4,0,0,0,0,57
YACUIBA,atencion odontologica,exodoncia,2019-06-01,0,0,21,35,9,9,36,73,16,11,0,0,0,0,210
YAMPARAEZ,atencion odontologica,exodoncia,2019-06-01,0,0,12,9,2,2,4,10,11,4,0,0,0,0,54
YANACACHI,atencion odontologica,exodoncia,2019-06-01,0,0,1,0,0,0,2,5,1,0,0,0,0,0,9
YAPACANI,atencion odontologica,exodoncia,2019-06-01,4,3,11,20,8,12,18,31,10,4,0,0,0,0,121
YOCALLA,atencion odontologica,exodoncia,2019-06-01,0,0,6,4,1,4,2,11,1,9,0,0,0,0,38
YOTALA,atencion odontologica,exodoncia,2019-06-01,0,1,9,11,3,0,3,13,1,10,0,0,0,0,51
YUNCHARA,atencion odontologica,exodoncia,2019-06-01,0,0,17,17,1,2,4,11,3,1,0,0,0,0,56
YUNGUYO DE LITORAL,atencion odontologica,exodoncia,2019-06-01,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4
ZUDAÑEZ,atencion odontologica,exodoncia,2019-06-01,0,0,4,4,1,4,2,8,5,2,0,0,0,0,30
ACACIO,atencion odontologica,exodoncia,2019-07-01,1,0,7,4,0,0,4,4,0,0,0,0,0,0,20
ACHACACHI,atencion odontologica,exodoncia,2019-07-01,1,3,16,15,2,2,14,31,8,16,0,0,0,0,108
ACHOCALLA,atencion odontologica,exodoncia,2019-07-01,1,0,22,15,4,2,3,11,8,7,0,0,0,0,73
AIQUILE,atencion odontologica,exodoncia,2019-07-01,0,0,4,8,0,0,2,3,28,7,0,0,0,0,52
ALALAY,atencion odontologica,exodoncia,2019-07-01,0,0,2,2,0,0,1,0,2,0,0,0,0,0,7
ALCALA,atencion odontologica,exodoncia,2019-07-01,0,0,4,4,0,6,7,12,0,3,0,0,0,0,36
ALTO BENI,atencion odontologica,exodoncia,2019-07-01,4,0,9,10,3,10,6,16,0,0,0,0,0,0,58
ANCORAIMES,atencion odontologica,exodoncia,2019-07-01,1,1,7,10,1,8,10,24,28,9,0,0,0,0,99
ANDAMARCA,atencion odontologica,exodoncia,2019-07-01,0,0,11,11,1,6,5,11,3,4,0,0,0,0,52
ANTEQUERA,atencion odontologica,exodoncia,2019-07-01,0,0,3,6,0,1,1,2,1,0,0,0,0,0,14
ANZALDO,atencion odontologica,exodoncia,2019-07-01,0,0,7,5,0,0,5,2,0,11,0,0,0,0,30
APOLO,atencion odontologica,exodoncia,2019-07-01,0,0,27,23,7,15,8,57,6,2,0,0,0,0,145
ARAMPAMPA,atencion odontologica,exodoncia,2019-07-01,0,0,3,0,0,0,3,13,1,0,0,0,0,0,20
ARANI,atencion odontologica,exodoncia,2019-07-01,0,0,11,7,1,2,5,6,1,5,0,0,0,0,38
ARBIETO,atencion odontologica,exodoncia,2019-07-01,0,0,41,56,3,6,8,35,2,10,0,0,0,0,161
ARQUE,atencion odontologica,exodoncia,2019-07-01,0,0,9,14,8,7,8,28,1,5,0,0,0,0,80
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2019-07-01,0,0,21,20,2,16,0,17,10,9,0,0,0,0,95
ATOCHA,atencion odontologica,exodoncia,2019-07-01,0,1,17,14,5,19,19,30,2,10,0,0,0,0,117
AUCAPATA,atencion odontologica,exodoncia,2019-07-01,1,0,3,4,2,3,13,17,3,17,0,0,0,0,63
AYATA,atencion odontologica,exodoncia,2019-07-01,0,0,0,4,2,2,11,14,5,1,0,0,0,0,39
AYO AYO,atencion odontologica,exodoncia,2019-07-01,0,0,4,12,3,5,1,13,4,3,0,0,0,0,45
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2019-07-01,0,2,24,21,12,16,40,61,12,13,0,0,0,0,201
AZURDUY,atencion odontologica,exodoncia,2019-07-01,0,0,8,15,3,2,39,60,3,0,0,0,0,0,130
BATALLAS,atencion odontologica,exodoncia,2019-07-01,3,0,9,9,0,9,8,17,13,3,0,0,0,0,71
BAURES,atencion odontologica,exodoncia,2019-07-01,0,0,9,7,0,0,2,2,4,4,0,0,0,0,28
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2019-07-01,0,0,0,1,0,1,0,3,1,0,0,0,0,0,6
BELEN DE URMIRI,atencion odontologica,exodoncia,2019-07-01,0,1,0,5,2,1,7,11,4,2,0,0,0,0,33
BELLA FLOR,atencion odontologica,exodoncia,2019-07-01,0,0,0,2,0,3,4,11,0,0,0,0,0,0,20
BERMEJO,atencion odontologica,exodoncia,2019-07-01,0,0,25,22,0,4,18,31,11,5,0,0,0,0,116
BETANZOS,atencion odontologica,exodoncia,2019-07-01,0,0,26,31,1,18,34,84,30,29,0,0,0,0,253
BOLIVAR,atencion odontologica,exodoncia,2019-07-01,0,0,5,4,4,3,5,10,3,2,0,0,0,0,36
BOLPEBRA,atencion odontologica,exodoncia,2019-07-01,0,0,0,10,2,1,2,4,1,0,0,0,0,0,20
BOYUIBE,atencion odontologica,exodoncia,2019-07-01,0,0,5,5,2,2,14,19,6,10,0,0,0,0,63
CABEZAS,atencion odontologica,exodoncia,2019-07-01,0,0,17,22,0,4,7,24,3,2,0,0,0,0,79
CAIROMA,atencion odontologica,exodoncia,2019-07-01,0,0,2,7,2,3,9,7,0,2,0,0,0,0,32
"CAIZA ""D""",atencion odontologica,exodoncia,2019-07-01,0,0,4,24,1,9,7,24,10,5,0,0,0,0,84
CAJUATA,atencion odontologica,exodoncia,2019-07-01,0,0,4,16,2,8,15,22,5,6,0,0,0,0,78
CALACOTO,atencion odontologica,exodoncia,2019-07-01,1,0,2,10,3,3,2,8,27,23,0,0,0,0,79
CALAMARCA,atencion odontologica,exodoncia,2019-07-01,0,0,14,22,7,13,9,9,2,6,0,0,0,0,82
CAMARGO,atencion odontologica,exodoncia,2019-07-01,0,0,12,21,1,4,9,35,1,0,0,0,0,0,83
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2019-07-01,0,0,5,6,0,2,1,16,2,1,0,0,0,0,33
CAMIRI,atencion odontologica,exodoncia,2019-07-01,0,0,16,16,3,7,16,19,24,11,0,0,0,0,112
CAPINOTA,atencion odontologica,exodoncia,2019-07-01,0,0,7,22,0,0,4,9,6,9,0,0,0,0,57
CAQUIAVIRI,atencion odontologica,exodoncia,2019-07-01,0,0,14,20,4,6,7,20,5,6,0,0,0,0,82
CARACOLLO,atencion odontologica,exodoncia,2019-07-01,0,1,12,10,1,1,5,20,4,13,0,0,0,0,67
CARANAVI,atencion odontologica,exodoncia,2019-07-01,2,1,10,25,9,14,15,51,34,10,0,0,0,0,171
CARAPARI,atencion odontologica,exodoncia,2019-07-01,0,0,18,21,2,6,14,33,4,2,0,0,0,0,100
CARIPUYO,atencion odontologica,exodoncia,2019-07-01,0,0,4,3,3,2,1,2,1,0,0,0,0,0,16
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2019-07-01,0,0,3,6,0,4,7,17,0,0,0,0,0,0,37
CATACORA,atencion odontologica,exodoncia,2019-07-01,0,0,0,1,4,1,5,3,1,0,0,0,0,0,15
CHACARILLA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,exodoncia,2019-07-01,1,0,55,46,5,12,18,40,9,12,0,0,0,0,198
CHAQUI,atencion odontologica,exodoncia,2019-07-01,0,0,26,15,5,12,4,22,8,16,0,0,0,0,108
CHARAGUA,atencion odontologica,exodoncia,2019-07-01,0,0,10,7,11,23,13,62,6,6,0,0,0,0,138
CHARAÑA,atencion odontologica,exodoncia,2019-07-01,0,0,1,3,0,1,2,5,2,0,0,0,0,0,14
CHAYANTA,atencion odontologica,exodoncia,2019-07-01,0,0,6,12,3,3,3,48,21,40,0,0,0,0,136
CHIMORE,atencion odontologica,exodoncia,2019-07-01,1,0,15,26,4,12,16,45,10,4,0,0,0,0,133
CHIPAYA,atencion odontologica,exodoncia,2019-07-01,0,0,1,3,0,0,0,4,3,2,0,0,0,0,13
CHOQUE COTA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,0,0,5,2,3,2,0,0,0,0,12
CHUA COCANI,atencion odontologica,exodoncia,2019-07-01,0,0,0,7,1,2,0,6,0,1,0,0,0,0,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2019-07-01,1,0,7,6,0,0,0,10,0,0,0,0,0,0,24
CHUMA,atencion odontologica,exodoncia,2019-07-01,1,0,26,11,2,10,34,48,18,2,0,0,0,0,152
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2019-07-01,0,0,6,4,0,4,0,8,7,2,0,0,0,0,31
CKOCHAS,atencion odontologica,exodoncia,2019-07-01,0,0,8,9,2,3,0,15,3,7,0,0,0,0,47
CLIZA,atencion odontologica,exodoncia,2019-07-01,0,0,13,18,2,0,2,15,6,6,0,0,0,0,62
COBIJA,atencion odontologica,exodoncia,2019-07-01,0,1,40,37,9,17,31,57,10,5,0,0,0,0,207
COCAPATA,atencion odontologica,exodoncia,2019-07-01,3,0,40,40,7,23,38,50,14,5,0,0,0,0,220
COCHABAMBA,atencion odontologica,exodoncia,2019-07-01,6,9,264,315,57,86,136,268,131,102,0,0,0,0,1374
COIPASA,atencion odontologica,exodoncia,2019-07-01,0,0,3,3,0,0,0,1,0,0,0,0,0,0,7
COLCAPIRHUA,atencion odontologica,exodoncia,2019-07-01,0,1,41,29,2,3,11,21,0,7,0,0,0,0,115
"COLCHA ""K""",atencion odontologica,exodoncia,2019-07-01,0,0,13,17,2,2,16,16,10,9,0,0,0,0,85
COLLANA,atencion odontologica,exodoncia,2019-07-01,0,0,7,13,4,3,2,9,7,3,0,0,0,0,48
COLOMI,atencion odontologica,exodoncia,2019-07-01,0,0,9,19,7,6,7,14,11,2,0,0,0,0,75
COLPA BELGICA,atencion odontologica,exodoncia,2019-07-01,1,0,1,3,0,0,0,1,4,3,0,0,0,0,13
COLQUECHACA,atencion odontologica,exodoncia,2019-07-01,4,2,16,29,19,26,28,69,15,15,0,0,0,0,223
COLQUENCHA,atencion odontologica,exodoncia,2019-07-01,2,0,24,10,9,10,12,24,1,5,0,0,0,0,97
COLQUIRI,atencion odontologica,exodoncia,2019-07-01,1,0,13,12,2,10,5,15,12,4,0,0,0,0,74
COMANCHE,atencion odontologica,exodoncia,2019-07-01,0,0,4,5,1,3,6,16,3,5,0,0,0,0,43
COMARAPA,atencion odontologica,exodoncia,2019-07-01,2,2,10,9,7,9,5,38,20,15,0,0,0,0,117
COMBAYA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
CONCEPCION,atencion odontologica,exodoncia,2019-07-01,1,0,8,9,0,5,9,20,13,1,0,0,0,0,66
COPACABANA,atencion odontologica,exodoncia,2019-07-01,0,1,10,10,2,2,1,10,5,2,0,0,0,0,43
CORIPATA,atencion odontologica,exodoncia,2019-07-01,0,0,16,12,0,6,3,5,3,1,0,0,0,0,46
CORO CORO,atencion odontologica,exodoncia,2019-07-01,0,0,10,24,0,4,6,2,5,3,0,0,0,0,54
COROICO,atencion odontologica,exodoncia,2019-07-01,0,2,2,11,1,2,5,17,4,1,0,0,0,0,45
CORQUE,atencion odontologica,exodoncia,2019-07-01,0,0,4,5,2,2,3,20,1,4,0,0,0,0,41
COTAGAITA,atencion odontologica,exodoncia,2019-07-01,0,0,27,29,4,13,5,37,21,13,0,0,0,0,149
COTOCA,atencion odontologica,exodoncia,2019-07-01,0,0,17,22,3,1,6,30,29,6,0,0,0,0,114
CRUZ DE MACHACAMARCA,atencion odontologica,exodoncia,2019-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,exodoncia,2019-07-01,0,1,5,16,1,5,4,13,14,4,0,0,0,0,63
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2019-07-01,0,0,5,6,0,1,2,19,2,6,0,0,0,0,41
CUEVO,atencion odontologica,exodoncia,2019-07-01,0,0,9,3,0,5,1,20,0,1,0,0,0,0,39
CULPINA,atencion odontologica,exodoncia,2019-07-01,0,0,22,27,9,13,5,52,15,6,0,0,0,0,149
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2019-07-01,0,0,13,7,0,4,8,9,2,7,0,0,0,0,50
CURVA,atencion odontologica,exodoncia,2019-07-01,0,0,5,2,0,0,0,3,0,0,0,0,0,0,10
DESAGUADERO,atencion odontologica,exodoncia,2019-07-01,2,0,7,6,0,1,6,5,9,4,0,0,0,0,40
EL ALTO,atencion odontologica,exodoncia,2019-07-01,11,26,413,456,84,131,116,271,97,84,0,0,0,0,1689
EL CHORO,atencion odontologica,exodoncia,2019-07-01,0,0,3,3,1,1,4,8,2,5,0,0,0,0,27
EL PUENTE(STC),atencion odontologica,exodoncia,2019-07-01,0,0,8,12,0,2,5,15,1,2,0,0,0,0,45
EL PUENTE(TJA),atencion odontologica,exodoncia,2019-07-01,0,0,12,16,4,5,7,18,1,7,0,0,0,0,70
EL TORNO,atencion odontologica,exodoncia,2019-07-01,1,1,20,19,9,23,6,33,24,13,0,0,0,0,149
EL VILLAR,atencion odontologica,exodoncia,2019-07-01,0,0,4,7,1,0,7,23,0,0,0,0,0,0,42
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2019-07-01,0,0,19,23,5,5,10,30,10,3,0,0,0,0,105
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2019-07-01,0,0,13,9,0,2,3,6,6,0,0,0,0,0,39
ESCARA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,0,0,0,1,2,3,0,0,0,0,6
ESMERALDA,atencion odontologica,exodoncia,2019-07-01,0,0,1,0,0,0,0,1,2,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,exodoncia,2019-07-01,0,0,16,22,0,7,5,13,3,4,0,0,0,0,70
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2019-07-01,1,0,11,6,4,8,7,42,7,4,0,0,0,0,90
FILADELFIA,atencion odontologica,exodoncia,2019-07-01,0,0,6,8,0,3,8,11,2,0,0,0,0,0,38
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2019-07-01,0,0,5,5,0,0,3,14,2,14,0,0,0,0,43
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2019-07-01,0,0,15,11,6,8,13,29,13,15,0,0,0,0,110
GUANAY,atencion odontologica,exodoncia,2019-07-01,0,0,0,1,0,0,2,8,4,3,0,0,0,0,18
GUAQUI,atencion odontologica,exodoncia,2019-07-01,1,0,5,5,9,14,9,13,6,10,0,0,0,0,72
GUAYARAMERIN,atencion odontologica,exodoncia,2019-07-01,0,0,29,29,11,17,15,40,9,4,0,0,0,0,154
GUTIERREZ,atencion odontologica,exodoncia,2019-07-01,0,0,11,4,0,3,10,33,2,5,0,0,0,0,68
HUACARETA,atencion odontologica,exodoncia,2019-07-01,0,0,16,13,0,0,12,36,7,0,0,0,0,0,84
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2019-07-01,1,0,5,8,1,0,0,19,2,0,0,0,0,0,36
HUACHACALLA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
HUANUNI,atencion odontologica,exodoncia,2019-07-01,0,3,32,44,7,13,6,17,8,4,0,0,0,0,134
HUARACAJE,atencion odontologica,exodoncia,2019-07-01,0,0,1,2,0,0,6,5,0,1,0,0,0,0,15
HUARINA,atencion odontologica,exodoncia,2019-07-01,1,1,7,7,3,7,4,9,10,15,0,0,0,0,64
HUATAJATA,atencion odontologica,exodoncia,2019-07-01,0,0,9,5,1,0,6,5,2,3,0,0,0,0,31
HUAYLLAMARCA,atencion odontologica,exodoncia,2019-07-01,0,0,3,7,0,0,1,5,2,3,0,0,0,0,21
HUMANATA,atencion odontologica,exodoncia,2019-07-01,0,0,7,5,4,5,8,15,11,13,0,0,0,0,68
ICHOCA,atencion odontologica,exodoncia,2019-07-01,0,0,1,3,2,1,2,4,3,4,0,0,0,0,20
ICLA,atencion odontologica,exodoncia,2019-07-01,0,0,1,12,2,2,6,24,2,12,0,0,0,0,61
INCAHUASI,atencion odontologica,exodoncia,2019-07-01,0,0,7,9,4,6,10,32,4,9,0,0,0,0,81
INQUISIVI,atencion odontologica,exodoncia,2019-07-01,0,0,15,10,9,17,16,32,12,4,0,0,0,0,115
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2019-07-01,2,1,17,12,3,8,11,39,6,8,0,0,0,0,107
IXIAMAS,atencion odontologica,exodoncia,2019-07-01,0,0,17,15,6,5,2,17,2,0,0,0,0,0,64
JESUS DE MACHACA,atencion odontologica,exodoncia,2019-07-01,1,0,16,16,10,14,15,35,17,9,0,0,0,0,133
LA ASUNTA,atencion odontologica,exodoncia,2019-07-01,0,0,19,41,12,21,35,64,10,0,0,0,0,0,202
LA GUARDIA,atencion odontologica,exodoncia,2019-07-01,11,11,7,6,1,4,6,28,22,14,0,0,0,0,110
LA PAZ,atencion odontologica,exodoncia,2019-07-01,29,8,323,344,68,126,225,373,165,126,0,0,0,0,1787
LA RIVERA,atencion odontologica,exodoncia,2019-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
LAGUNILLAS,atencion odontologica,exodoncia,2019-07-01,0,0,1,4,0,0,3,7,2,1,0,0,0,0,18
LAJA,atencion odontologica,exodoncia,2019-07-01,1,1,22,15,6,16,11,30,12,12,0,0,0,0,126
LAS CARRERAS,atencion odontologica,exodoncia,2019-07-01,0,0,3,6,1,0,2,5,6,0,0,0,0,0,23
LICOMA PAMPA,atencion odontologica,exodoncia,2019-07-01,0,1,5,10,5,2,3,17,3,7,0,0,0,0,53
LLALLAGUA,atencion odontologica,exodoncia,2019-07-01,1,0,11,18,0,11,10,21,1,3,0,0,0,0,76
LLICA,atencion odontologica,exodoncia,2019-07-01,0,0,5,5,1,0,6,15,4,1,0,0,0,0,37
LORETO,atencion odontologica,exodoncia,2019-07-01,0,1,2,0,1,0,0,0,1,1,0,0,0,0,6
LURIBAY,atencion odontologica,exodoncia,2019-07-01,1,0,2,1,2,1,3,2,0,1,0,0,0,0,13
MACHACAMARCA,atencion odontologica,exodoncia,2019-07-01,0,1,10,12,0,2,6,6,10,3,0,0,0,0,50
MACHARETI,atencion odontologica,exodoncia,2019-07-01,0,1,12,10,0,4,7,27,4,4,0,0,0,0,69
MAGDALENA,atencion odontologica,exodoncia,2019-07-01,0,0,4,1,0,0,0,2,1,0,0,0,0,0,8
MAIRANA,atencion odontologica,exodoncia,2019-07-01,0,0,5,5,1,1,3,5,0,0,0,0,0,0,20
MALLA,atencion odontologica,exodoncia,2019-07-01,0,0,14,0,0,1,1,3,0,4,0,0,0,0,23
MAPIRI,atencion odontologica,exodoncia,2019-07-01,0,0,4,11,1,4,5,5,1,1,0,0,0,0,32
MECAPACA,atencion odontologica,exodoncia,2019-07-01,2,0,18,12,12,9,19,45,16,14,0,0,0,0,147
MINEROS,atencion odontologica,exodoncia,2019-07-01,0,0,7,5,1,0,0,12,3,1,0,0,0,0,29
