,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
ESCOMA,atencion odontologica,consulta repetida,2019-06-01,0,0,6,6,0,1,3,5,0,0,0,0,0,0,21
ESMERALDA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3
EUCALIPTUS,atencion odontologica,consulta repetida,2019-06-01,0,0,2,3,3,6,3,20,0,0,0,2,0,0,39
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2019-06-01,0,0,7,5,3,1,3,18,2,4,0,1,0,0,44
FILADELFIA,atencion odontologica,consulta repetida,2019-06-01,1,0,0,0,0,0,2,2,0,0,0,0,0,0,5
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
GUANAY,atencion odontologica,consulta repetida,2019-06-01,2,0,0,1,0,0,0,4,0,0,0,0,0,0,7
GUAQUI,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,consulta repetida,2019-06-01,4,14,57,56,21,17,76,78,12,6,0,4,0,2,347
GUTIERREZ,atencion odontologica,consulta repetida,2019-06-01,1,1,0,2,0,1,12,15,0,0,0,0,0,0,32
HUACARETA,atencion odontologica,consulta repetida,2019-06-01,0,0,20,22,4,6,4,45,4,5,0,0,0,0,110
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2019-06-01,7,6,7,12,2,11,16,33,0,0,0,12,0,2,108
HUANUNI,atencion odontologica,consulta repetida,2019-06-01,11,11,9,26,12,13,48,79,26,3,0,6,0,0,244
HUARACAJE,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,6,0,1,1,0,0,0,0,0,0,8
HUATAJATA,atencion odontologica,consulta repetida,2019-06-01,3,3,7,1,9,6,2,9,1,1,0,2,0,0,44
HUAYLLAMARCA,atencion odontologica,consulta repetida,2019-06-01,1,0,4,1,0,2,5,1,6,7,0,0,0,0,27
HUMANATA,atencion odontologica,consulta repetida,2019-06-01,6,8,4,1,7,3,7,16,14,12,0,1,0,0,79
ICLA,atencion odontologica,consulta repetida,2019-06-01,0,0,2,4,1,0,5,4,0,1,0,0,0,0,17
INCAHUASI,atencion odontologica,consulta repetida,2019-06-01,0,0,6,1,3,2,1,9,0,0,0,0,0,0,22
INQUISIVI,atencion odontologica,consulta repetida,2019-06-01,4,1,0,0,0,0,1,7,0,0,0,0,0,1,14
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2019-06-01,2,5,1,0,0,2,1,7,2,0,0,0,0,0,20
IXIAMAS,atencion odontologica,consulta repetida,2019-06-01,2,0,1,2,0,0,5,17,1,0,0,0,0,0,28
JESUS DE MACHACA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3
LA ASUNTA,atencion odontologica,consulta repetida,2019-06-01,0,0,2,3,2,2,8,16,1,0,0,3,0,0,37
LA GUARDIA,atencion odontologica,consulta repetida,2019-06-01,6,9,2,0,1,2,0,4,2,2,0,1,0,1,30
LA PAZ,atencion odontologica,consulta repetida,2019-06-01,391,338,713,667,380,451,1401,2184,403,356,0,48,0,16,7348
LA RIVERA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
LAJA,atencion odontologica,consulta repetida,2019-06-01,0,1,0,1,1,1,0,4,0,1,0,0,0,0,9
LAS CARRERAS,atencion odontologica,consulta repetida,2019-06-01,2,3,8,7,2,5,11,14,0,0,0,0,0,0,52
LLALLAGUA,atencion odontologica,consulta repetida,2019-06-01,2,3,23,36,33,20,36,79,28,8,0,1,0,0,269
MACHACAMARCA,atencion odontologica,consulta repetida,2019-06-01,3,5,6,13,4,17,13,41,16,18,0,1,0,0,137
MACHARETI,atencion odontologica,consulta repetida,2019-06-01,2,2,2,5,1,4,6,27,0,4,0,15,0,3,71
MAGDALENA,atencion odontologica,consulta repetida,2019-06-01,1,0,0,0,2,0,2,6,0,0,0,0,0,0,11
MAIRANA,atencion odontologica,consulta repetida,2019-06-01,2,2,4,2,7,11,4,2,2,6,0,3,0,1,46
MALLA,atencion odontologica,consulta repetida,2019-06-01,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3
MAPIRI,atencion odontologica,consulta repetida,2019-06-01,0,0,1,1,0,1,1,0,1,0,0,0,0,0,5
MECAPACA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,1,0,6,0,1,0,0,0,0,9
MINEROS,atencion odontologica,consulta repetida,2019-06-01,0,0,3,7,0,0,0,0,1,2,0,0,0,0,13
MIZQUE,atencion odontologica,consulta repetida,2019-06-01,5,8,18,20,8,29,11,65,0,0,0,5,0,5,174
MOCOMOCO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
MOJINETE,atencion odontologica,consulta repetida,2019-06-01,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,consulta repetida,2019-06-01,0,0,7,3,0,2,13,22,1,4,0,0,0,0,52
MONTEAGUDO,atencion odontologica,consulta repetida,2019-06-01,10,12,14,13,4,10,12,52,5,2,0,1,0,0,135
MONTERO,atencion odontologica,consulta repetida,2019-06-01,7,1,8,10,1,14,16,26,4,8,0,1,0,0,96
MORO MORO,atencion odontologica,consulta repetida,2019-06-01,0,0,1,2,0,2,2,9,0,0,0,0,0,0,16
MOROCHATA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2019-06-01,1,0,2,3,1,5,2,4,0,0,0,0,0,0,18
OMEREQUE,atencion odontologica,consulta repetida,2019-06-01,0,0,7,4,7,4,11,11,7,1,0,1,0,0,53
ORURO,atencion odontologica,consulta repetida,2019-06-01,199,199,311,373,114,239,566,956,186,136,0,52,0,61,3392
PADCAYA,atencion odontologica,consulta repetida,2019-06-01,0,2,11,22,7,6,11,44,1,3,0,0,0,0,107
PADILLA,atencion odontologica,consulta repetida,2019-06-01,5,7,8,9,1,7,2,35,1,4,0,0,0,0,79
PAILON,atencion odontologica,consulta repetida,2019-06-01,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5
PALCA,atencion odontologica,consulta repetida,2019-06-01,5,3,0,0,1,0,0,4,2,0,0,0,0,2,17
PALOS BLANCOS,atencion odontologica,consulta repetida,2019-06-01,1,0,2,1,7,0,1,6,0,0,0,1,0,0,19
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2019-06-01,0,0,2,0,1,3,1,7,2,2,0,0,0,0,18
PAMPA GRANDE,atencion odontologica,consulta repetida,2019-06-01,0,0,2,0,2,0,3,15,0,5,0,0,0,0,27
PAPEL PAMPA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
PASORAPA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,2,0,3,2,8,0,0,0,0,0,0,15
PAZÑA,atencion odontologica,consulta repetida,2019-06-01,6,0,1,15,4,3,14,24,6,0,0,0,0,0,73
POCOATA,atencion odontologica,consulta repetida,2019-06-01,0,0,4,1,0,0,10,9,1,2,0,0,0,0,27
POCONA,atencion odontologica,consulta repetida,2019-06-01,1,2,9,2,5,2,10,18,0,0,0,4,0,0,53
POJO (CBBA),atencion odontologica,consulta repetida,2019-06-01,2,1,22,14,10,5,27,41,2,0,0,0,0,1,125
POOPO,atencion odontologica,consulta repetida,2019-06-01,9,3,6,7,4,11,10,29,1,5,0,3,0,4,92
PORCO,atencion odontologica,consulta repetida,2019-06-01,1,3,4,5,0,3,1,24,0,0,0,1,0,2,44
POROMA,atencion odontologica,consulta repetida,2019-06-01,0,0,1,3,0,11,7,10,0,0,0,0,0,0,32
PORTACHUELO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,consulta repetida,2019-06-01,0,3,2,4,1,3,3,20,1,0,0,2,0,0,39
POSTRER VALLE,atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,consulta repetida,2019-06-01,156,132,239,261,87,269,413,772,62,55,0,34,0,36,2516
PRESTO,atencion odontologica,consulta repetida,2019-06-01,0,0,1,4,2,6,4,17,0,1,0,0,0,0,35
PUCARANI,atencion odontologica,consulta repetida,2019-06-01,4,1,3,1,1,1,3,5,0,1,0,0,0,0,20
PUERTO CARABUCO,atencion odontologica,consulta repetida,2019-06-01,0,2,0,0,1,0,0,1,1,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,3,1,0,5,29,0,0,0,0,0,0,38
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2019-06-01,2,12,0,1,0,1,0,2,0,0,0,0,0,0,18
PUERTO RICO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,2,4,6,0,0,0,0,0,0,13
PUERTO SUAREZ,atencion odontologica,consulta repetida,2019-06-01,0,0,0,4,1,0,0,8,3,7,0,3,0,1,27
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2019-06-01,5,15,8,7,21,27,29,92,15,6,0,10,0,6,241
PUNA,atencion odontologica,consulta repetida,2019-06-01,0,2,4,8,3,4,17,15,2,5,0,1,0,0,61
PUNATA,atencion odontologica,consulta repetida,2019-06-01,16,11,34,19,8,15,16,62,12,9,0,2,0,0,204
QUIABAYA,atencion odontologica,consulta repetida,2019-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,consulta repetida,2019-06-01,20,16,28,30,1,2,35,80,22,18,0,0,0,2,254
QUIME,atencion odontologica,consulta repetida,2019-06-01,1,1,1,8,1,0,29,11,12,3,0,0,0,0,67
RAVELO,atencion odontologica,consulta repetida,2019-06-01,2,1,15,9,7,15,10,47,4,8,0,6,0,1,125
REYES,atencion odontologica,consulta repetida,2019-06-01,0,0,7,29,6,11,19,44,2,4,0,2,0,1,125
RIBERALTA,atencion odontologica,consulta repetida,2019-06-01,2,16,57,85,67,63,110,122,30,12,0,12,0,1,577
ROBORE,atencion odontologica,consulta repetida,2019-06-01,3,9,5,27,7,16,30,45,8,4,0,0,0,0,154
RURRENABAQUE,atencion odontologica,consulta repetida,2019-06-01,2,3,0,0,8,11,8,9,0,1,0,0,0,0,42
SABAYA,atencion odontologica,consulta repetida,2019-06-01,3,0,0,0,0,0,1,5,0,0,0,1,0,0,10
SACABA,atencion odontologica,consulta repetida,2019-06-01,25,22,33,36,4,19,25,86,24,3,0,2,0,0,279
SACABAMBA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,2,0,0,0,2,4,2,0,0,0,1,11
SACACA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
SAIPINA,atencion odontologica,consulta repetida,2019-06-01,0,1,2,4,3,6,2,14,0,0,0,7,0,1,40
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2019-06-01,9,2,7,8,12,14,17,15,9,10,0,4,0,0,107
SAMAIPATA,atencion odontologica,consulta repetida,2019-06-01,1,0,1,0,0,0,0,10,1,0,0,0,0,0,13
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2019-06-01,1,0,1,3,0,2,1,1,0,1,0,0,0,0,10
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2019-06-01,15,0,0,0,0,0,0,1,0,0,0,0,0,0,16
SAN BENITO,atencion odontologica,consulta repetida,2019-06-01,13,4,25,52,2,37,23,90,13,23,0,7,0,4,293
SAN BORJA,atencion odontologica,consulta repetida,2019-06-01,2,0,7,4,4,4,5,25,1,1,0,0,0,0,53
SAN CARLOS,atencion odontologica,consulta repetida,2019-06-01,9,6,10,9,0,1,3,6,5,0,0,0,0,0,49
SAN IGNACIO,atencion odontologica,consulta repetida,2019-06-01,2,2,3,17,5,14,9,43,1,3,0,2,0,0,101
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2019-06-01,4,0,12,32,4,0,18,26,8,1,0,5,0,1,111
SAN JAVIER(STC),atencion odontologica,consulta repetida,2019-06-01,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4
SAN JOAQUIN,atencion odontologica,consulta repetida,2019-06-01,9,5,16,4,5,5,7,11,0,0,0,4,0,3,69
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2019-06-01,0,3,0,0,0,0,2,13,0,0,0,0,0,0,18
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN JULIAN,atencion odontologica,consulta repetida,2019-06-01,0,8,3,1,2,21,32,62,2,0,0,0,0,18,149
SAN LORENZO(PND),atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2019-06-01,0,0,1,9,8,10,7,48,1,3,0,1,0,0,88
SAN LUCAS,atencion odontologica,consulta repetida,2019-06-01,0,0,4,22,0,12,12,29,0,0,0,0,0,0,79
SAN MATIAS,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2019-06-01,0,1,2,6,9,15,15,55,2,0,0,0,0,1,106
SAN PEDRO,atencion odontologica,consulta repetida,2019-06-01,0,2,5,5,6,12,2,53,1,4,0,2,0,0,92
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2019-06-01,0,0,4,3,5,4,8,19,0,1,0,2,0,0,46
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,0,0,2,6,0,0,0,0,0,9
SAN RAFAEL,atencion odontologica,consulta repetida,2019-06-01,0,0,2,6,2,3,10,28,0,0,0,0,0,0,51
SAN RAMON BENI,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,9,4,23,0,0,0,0,0,0,37
SANTA ANA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2019-06-01,320,380,418,473,228,305,1353,2454,459,270,0,29,0,7,6696
SANTA ROSA,atencion odontologica,consulta repetida,2019-06-01,0,2,1,2,0,0,0,0,0,0,0,3,0,0,8
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2019-06-01,0,0,2,4,5,11,5,17,0,0,0,0,0,0,44
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2019-06-01,3,5,5,10,4,10,24,24,8,3,0,4,0,0,100
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4
SANTIVAÑES,atencion odontologica,consulta repetida,2019-06-01,11,3,7,3,0,2,5,5,2,3,0,2,0,0,43
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2019-06-01,0,2,0,2,0,2,1,16,5,0,0,0,0,0,28
SAPAHAQUI,atencion odontologica,consulta repetida,2019-06-01,1,0,0,2,0,1,1,0,1,0,0,0,0,0,6
SHINAOTA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,4,1,0,0,0,0,1,6
SICAYA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,2,0,1,1,1,0,1,0,0,0,0,6
SIPE SIPE,atencion odontologica,consulta repetida,2019-06-01,15,17,30,26,5,11,5,43,4,5,0,0,0,0,161
SOPACHUY,atencion odontologica,consulta repetida,2019-06-01,0,3,1,13,2,4,10,22,0,0,0,0,0,0,55
SORACACHI,atencion odontologica,consulta repetida,2019-06-01,3,0,0,3,0,5,17,31,11,8,0,1,0,0,79
SORATA,atencion odontologica,consulta repetida,2019-06-01,6,0,5,1,0,1,1,20,1,0,0,3,0,0,38
SUCRE,atencion odontologica,consulta repetida,2019-06-01,136,185,319,315,160,275,440,1043,98,61,0,31,0,13,3076
TACACHI,atencion odontologica,consulta repetida,2019-06-01,0,0,2,1,1,0,1,4,0,9,0,0,0,0,18
TACACOMA,atencion odontologica,consulta repetida,2019-06-01,3,0,4,0,0,7,7,4,1,0,0,1,0,0,27
TACOPAYA,atencion odontologica,consulta repetida,2019-06-01,5,1,5,5,5,17,17,48,14,14,0,3,0,1,135
TAHUA,atencion odontologica,consulta repetida,2019-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,consulta repetida,2019-06-01,2,2,2,7,18,11,11,37,5,19,0,4,0,0,118
TARABUCO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,2,2,2,3,11,1,1,0,1,0,0,23
TARACO,atencion odontologica,consulta repetida,2019-06-01,1,0,0,1,3,0,5,0,0,0,0,0,0,0,10
TARATA,atencion odontologica,consulta repetida,2019-06-01,3,1,2,3,1,0,1,12,5,1,0,0,0,0,29
TARIJA,atencion odontologica,consulta repetida,2019-06-01,108,151,358,461,164,195,560,1209,144,114,0,7,0,4,3475
TARVITA,atencion odontologica,consulta repetida,2019-06-01,0,1,9,25,2,13,11,23,2,0,0,0,0,0,86
TEOPONTE,atencion odontologica,consulta repetida,2019-06-01,0,1,0,1,0,0,2,10,0,0,0,0,0,1,15
TIAHUANACU,atencion odontologica,consulta repetida,2019-06-01,5,2,1,10,1,10,6,12,0,2,0,0,0,0,49
TINGUIPAYA,atencion odontologica,consulta repetida,2019-06-01,2,0,5,0,6,9,1,14,0,1,0,6,0,0,44
TIPUANI,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
TIQUIPAYA,atencion odontologica,consulta repetida,2019-06-01,21,27,20,19,6,6,9,54,12,6,0,6,0,0,186
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2019-06-01,2,3,0,4,1,1,3,8,3,1,0,0,0,1,27
TOCO,atencion odontologica,consulta repetida,2019-06-01,1,0,7,2,0,0,0,0,0,4,0,0,0,0,14
TODOS SANTOS,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,3,1,3,0,0,0,0,7
TOLATA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,1,0,5,0,5,0,0,0,0,12
TOLEDO,atencion odontologica,consulta repetida,2019-06-01,2,0,1,9,1,2,1,9,0,1,0,0,0,0,26
TOMAVE,atencion odontologica,consulta repetida,2019-06-01,2,6,3,3,0,13,6,14,8,0,0,2,0,3,60
TOMINA,atencion odontologica,consulta repetida,2019-06-01,6,2,41,25,17,22,2,73,1,2,0,14,0,9,214
TORO TORO,atencion odontologica,consulta repetida,2019-06-01,16,4,3,2,0,7,17,12,0,3,0,0,0,0,64
TOTORA(CBBA),atencion odontologica,consulta repetida,2019-06-01,13,4,14,19,1,7,2,19,5,1,0,0,0,0,85
TOTORA(ORR),atencion odontologica,consulta repetida,2019-06-01,0,1,0,11,1,3,2,8,2,0,0,2,0,0,30
TRIGAL,atencion odontologica,consulta repetida,2019-06-01,0,0,0,2,0,0,2,3,1,0,0,0,0,0,8
TRINIDAD,atencion odontologica,consulta repetida,2019-06-01,5,12,46,32,21,30,103,123,21,11,0,1,0,0,405
TUPIZA,atencion odontologica,consulta repetida,2019-06-01,4,5,44,39,21,40,76,145,46,39,0,6,0,0,465
TURCO,atencion odontologica,consulta repetida,2019-06-01,0,2,3,7,5,0,7,21,6,1,0,4,0,0,56
UMALA,atencion odontologica,consulta repetida,2019-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
UNCIA,atencion odontologica,consulta repetida,2019-06-01,15,8,20,16,17,15,24,58,7,7,0,8,0,1,196
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2019-06-01,3,2,8,6,5,12,25,58,0,0,0,0,0,0,119
UYUNI,atencion odontologica,consulta repetida,2019-06-01,5,8,5,12,3,3,20,37,18,7,0,0,0,2,120
VACAS,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,1,3,3,15,0,4,0,0,0,0,26
VALLEGRANDE,atencion odontologica,consulta repetida,2019-06-01,0,7,19,13,5,9,22,23,0,3,0,2,0,0,103
VIACHA,atencion odontologica,consulta repetida,2019-06-01,28,39,24,36,17,16,14,86,8,2,0,8,0,8,286
VILA VILA,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,3,3,2,11,1,0,0,2,0,0,22
VILLA CHARCAS,atencion odontologica,consulta repetida,2019-06-01,2,0,6,7,0,11,0,7,0,0,0,0,0,3,36
VILLA MONTES,atencion odontologica,consulta repetida,2019-06-01,10,1,1,14,7,4,13,23,0,2,0,4,0,0,79
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta repetida,2019-06-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,consulta repetida,2019-06-01,3,2,1,6,3,2,7,33,1,0,0,1,0,1,60
VILLA SERRANO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
VILLA TUNARI,atencion odontologica,consulta repetida,2019-06-01,4,0,4,10,8,10,12,19,3,2,0,3,0,0,75
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2019-06-01,0,0,3,5,0,2,3,11,1,0,0,0,0,0,25
VILLAZON,atencion odontologica,consulta repetida,2019-06-01,29,10,33,42,9,21,23,120,6,12,0,6,0,3,314
VINTO,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
VITICHI,atencion odontologica,consulta repetida,2019-06-01,0,0,5,4,1,5,3,11,1,1,0,0,0,0,31
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,consulta repetida,2019-06-01,13,12,13,7,6,7,32,32,4,4,0,2,0,5,137
YACUIBA,atencion odontologica,consulta repetida,2019-06-01,5,8,29,19,6,18,60,103,8,5,0,1,0,1,263
YAMPARAEZ,atencion odontologica,consulta repetida,2019-06-01,5,14,2,6,0,12,2,19,0,0,0,3,0,3,66
YANACACHI,atencion odontologica,consulta repetida,2019-06-01,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4
YAPACANI,atencion odontologica,consulta repetida,2019-06-01,2,8,18,17,13,16,36,51,3,2,0,4,0,3,173
YOCALLA,atencion odontologica,consulta repetida,2019-06-01,2,2,7,14,0,7,5,23,1,2,0,1,0,1,65
YOTALA,atencion odontologica,consulta repetida,2019-06-01,3,0,3,18,1,5,5,20,2,0,0,1,0,0,58
YUNCHARA,atencion odontologica,consulta repetida,2019-06-01,1,2,2,4,2,0,5,7,1,2,0,1,0,0,27
ZUDAÑEZ,atencion odontologica,consulta repetida,2019-06-01,4,0,2,0,1,2,0,7,0,0,0,0,0,0,16
ACACIO,atencion odontologica,consulta repetida,2019-07-01,0,0,0,7,1,9,5,10,0,0,0,0,0,1,33
ACHACACHI,atencion odontologica,consulta repetida,2019-07-01,10,13,5,8,2,8,10,27,7,1,0,0,0,5,96
ACHOCALLA,atencion odontologica,consulta repetida,2019-07-01,2,0,2,2,0,1,0,10,0,2,0,0,0,0,19
AIQUILE,atencion odontologica,consulta repetida,2019-07-01,13,1,12,31,4,13,17,50,9,2,0,6,0,0,158
ALALAY,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5
ALCALA,atencion odontologica,consulta repetida,2019-07-01,0,0,1,12,9,14,14,42,0,0,0,0,0,1,93
ALTO BENI,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ANCORAIMES,atencion odontologica,consulta repetida,2019-07-01,0,0,1,2,0,1,0,4,0,1,0,0,0,0,9
ANDAMARCA,atencion odontologica,consulta repetida,2019-07-01,0,4,7,10,5,4,11,10,2,0,0,0,0,0,53
ANTEQUERA,atencion odontologica,consulta repetida,2019-07-01,13,26,11,34,5,6,37,65,0,1,0,0,0,1,199
ANZALDO,atencion odontologica,consulta repetida,2019-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
APOLO,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
ARAMPAMPA,atencion odontologica,consulta repetida,2019-07-01,0,0,2,4,0,1,1,1,0,0,0,0,0,1,10
ARANI,atencion odontologica,consulta repetida,2019-07-01,5,1,13,8,2,12,6,42,0,1,0,2,0,2,94
ARBIETO,atencion odontologica,consulta repetida,2019-07-01,11,3,18,12,1,11,10,36,2,4,0,2,0,3,113
ARQUE,atencion odontologica,consulta repetida,2019-07-01,0,6,0,6,10,18,15,36,3,2,0,6,0,1,103
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2019-07-01,14,14,3,1,0,11,0,20,0,7,0,13,0,9,92
ATOCHA,atencion odontologica,consulta repetida,2019-07-01,23,12,20,37,28,47,91,85,19,20,0,0,0,0,382
AYO AYO,atencion odontologica,consulta repetida,2019-07-01,0,1,0,2,1,0,2,6,0,0,0,0,0,0,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2019-07-01,5,15,17,27,6,25,40,61,2,7,0,2,0,1,208
AZURDUY,atencion odontologica,consulta repetida,2019-07-01,0,1,4,5,8,11,8,34,0,0,0,5,0,0,76
BATALLAS,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,2,0,1,1,1,0,0,0,0,0,5
BAURES,atencion odontologica,consulta repetida,2019-07-01,0,0,1,1,0,0,0,1,1,1,0,0,0,0,5
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,consulta repetida,2019-07-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
BERMEJO,atencion odontologica,consulta repetida,2019-07-01,1,8,18,8,13,11,23,48,8,8,0,0,0,0,146
BETANZOS,atencion odontologica,consulta repetida,2019-07-01,2,2,11,19,0,24,15,72,1,1,0,7,0,0,154
BOLIVAR,atencion odontologica,consulta repetida,2019-07-01,0,0,4,5,1,4,1,7,2,0,0,0,0,0,24
BOYUIBE,atencion odontologica,consulta repetida,2019-07-01,0,0,2,0,4,4,16,8,0,2,0,0,0,0,36
BUENA VISTA,atencion odontologica,consulta repetida,2019-07-01,11,4,12,11,8,7,4,21,0,1,0,0,0,3,82
CABEZAS,atencion odontologica,consulta repetida,2019-07-01,0,0,0,3,1,0,2,3,0,0,0,1,0,0,10
CAIROMA,atencion odontologica,consulta repetida,2019-07-01,1,1,2,6,0,4,6,2,0,0,0,0,0,0,22
