municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,26,26
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,15,15
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,27,27
BATALLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,17,17
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,194,194
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,50,50
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,20,20
BOYUIBE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,20,20
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,55,55
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,17,17
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,29,29
CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,20,20
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,50,50
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,16,16
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,17,17
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,489,489
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,29,29
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
COLLANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
COLOMI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
COLPA BELGICA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
COMANCHE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,109,109
COMBAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
CONCEPCION,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
CORIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
CORO CORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,30,30
COROICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
CORQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,21,21
COTAGAITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,47,47
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,18,18
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,829,829
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,50,50
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,15,15
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,33,33
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,10,10
ESCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,32,32
FILADELFIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,45,45
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,15,15
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,10,10
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,38,38
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,24,24
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,21,21
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,309,309
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,376,376
LA RIVERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
LAS CARRERAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,18,18
LLICA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
LURIBAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,16,16
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,22,22
MINEROS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,16,16
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,45,45
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,21,21
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,49,49
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,141,141
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,30,30
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,62,62
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,710,710
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,23,23
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,36,36
PAILON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,21,21
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
PELECHUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,28,28
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,126,126
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,33,33
PUCARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,16,16
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,28,28
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1705,1705
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,62,62
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,43,43
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,101,101
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,82,82
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,13,13
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
SAMAIPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,17,17
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,17,17
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,27,27
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,39,39
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,195,195
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,97,97
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,536,536
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,58,58
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,77,77
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,56,56
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,19,19
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,336,336
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,14,14
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
SICAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,134,134
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,33,33
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1035,1035
TACOBAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,15,15
TAHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,41,41
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,56,56
TARACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,599,599
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,42,42
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,31,31
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,69,69
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,32,32
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,11,11
TOMAVE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,5,5
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,22,22
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,20,20
TRIGAL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,101,101
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,191,191
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,27,27
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,19,19
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,19,19
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,10,10
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,4,4
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,36,36
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,13,13
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,13,13
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,12,12
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,10,10
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,58,58
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,8,8
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,9,9
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,7,7
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,6,6
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,38,38
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,25,25
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,103,103
YOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,37,37
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,131,131
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-08-01,50,50
ACACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,48,48
ACHOCALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,9,9
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,10,10
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,18,18
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,9,9
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,4,4
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,26,26
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,4,4
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,8,8
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,4,4
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,3,3
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,23,23
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,22,22
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,6,6
AYATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2011-09-01,10,10
