municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
CARACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,5,5
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,42,42
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
FILADELFIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,44,44
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,35,35
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,8,8
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PUERTO SILES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,7,7
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,23,23
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,12,12
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,7,7
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,3,3
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,6,6
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,11,11
YACUIBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,4,4
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
BATALLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
CAMIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,40,40
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,9,9
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,45,45
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,6,6
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,9,9
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,4,4
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,6,6
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-08-01,1,1
