municipality,group,variable,month,Número de personas que recibieron orientación,TOTAL
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,183,183
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,125,125
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,28,28
MALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,4,4
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,115,115
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,38,38
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,103,103
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,98,98
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,21,21
MOJINETE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1,1
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,70,70
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,417,417
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,772,772
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,22,22
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,114,114
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,11,11
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,52,52
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,156,156
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,49,49
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1319,1319
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,151,151
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,230,230
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,97,97
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,41,41
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,45,45
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,10,10
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,10,10
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,2,2
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,2,2
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,35,35
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,32,32
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,13,13
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,95,95
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,51,51
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,65,65
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,42,42
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,18,18
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,365,365
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,92,92
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,164,164
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,358,358
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,160,160
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,6,6
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,59,59
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,47,47
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,55,55
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,24,24
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,29,29
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,129,129
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,39,39
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,21,21
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,97,97
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,227,227
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,140,140
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,235,235
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,12,12
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,740,740
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,61,61
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,56,56
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,69,69
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,66,66
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,464,464
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,120,120
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,124,124
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,34,34
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,320,320
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,24,24
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,149,149
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,88,88
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,32,32
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,4,4
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,126,126
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,4,4
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,50,50
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,71,71
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,181,181
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,93,93
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,107,107
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,271,271
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,512,512
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,57,57
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,127,127
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,49,49
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,50,50
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,89,89
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,487,487
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,13,13
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,171,171
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,491,491
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,48,48
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,49,49
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,4,4
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,96,96
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,41,41
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,9,9
SAN PEDRO DE QUEMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,4,4
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,14,14
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,20,20
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,88,88
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,26,26
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,34,34
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,104,104
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,6261,6261
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,85,85
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,124,124
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1,1
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,16,16
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,11,11
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,41,41
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,18,18
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,263,263
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,104,104
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,24,24
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,53,53
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,3691,3691
TACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,9,9
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,27,27
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,18,18
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,29,29
TAHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1,1
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,73,73
TARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,353,353
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,14,14
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,26,26
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,1036,1036
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,206,206
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,31,31
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,35,35
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,108,108
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,16,16
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,190,190
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,181,181
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,9,9
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,16,16
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,5,5
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,30,30
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,31,31
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,181,181
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,26,26
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,35,35
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,15,15
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,12,12
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,685,685
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,303,303
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,33,33
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,18,18
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,91,91
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,179,179
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,50,50
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,256,256
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,98,98
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,189,189
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,157,157
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,3,3
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,392,392
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,2,2
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,25,25
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,198,198
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,380,380
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,186,186
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,96,96
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,142,142
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,70,70
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,344,344
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,16,16
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,607,607
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,174,174
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,21,21
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,193,193
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,8,8
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,164,164
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,46,46
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-07-01,112,112
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,19,19
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,433,433
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,28,28
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,232,232
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,72,72
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,208,208
ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,21,21
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,13,13
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,25,25
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,34,34
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,38,38
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,51,51
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,31,31
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,75,75
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,167,167
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,222,222
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,22,22
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,48,48
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,81,81
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,204,204
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,16,16
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,48,48
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,5,5
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,5,5
BELLA FLOR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,3,3
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,520,520
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,85,85
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,25,25
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,17,17
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,7,7
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,215,215
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,77,77
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,42,42
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,30,30
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,27,27
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,19,19
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,271,271
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,66,66
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",numero de personas que recibieron orientacion,2006-08-01,80,80
