municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,9,9
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,37,37
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,6,6
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,6,6
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,16,16
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,10,10
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,10,10
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
QUIRUSILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,12,12
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,19,19
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,24,24
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,8,8
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,6,6
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,10,10
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,12,12
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
TODOS SANTOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,5,5
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,6,6
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,3,3
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,2,2
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-05-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,16,16
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
EL CHORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,13,13
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
POSTRER VALLE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,7,7
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,8,8
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,14,14
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,17,17
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,14,14
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,6,6
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,14,14
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,6,6
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,8,8
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,11,11
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,6,6
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,3,3
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-06-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,12,12
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
ALCALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,16,16
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,7,7
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,5,5
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,4,4
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-07-01,3,3
