municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,10,10
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
MOJOCOYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,47,47
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,211,211
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,554,554
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,8,8
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,50,50
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,24,24
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,263,263
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,14,14
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,52,52
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,104,104
PUNA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,58,58
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,164,164
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,234,234
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,8,8
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,10,10
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,148,148
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,24,24
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,5,5
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,16,16
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,9,9
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,68,68
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,16,16
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,19,19
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,29,29
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,10,10
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,21,21
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,3227,3227
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,6,6
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,21,21
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,919,919
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,464,464
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,7,7
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,5,5
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,24,24
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,270,270
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,27,27
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,32,32
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,12,12
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,37,37
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,9,9
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,35,35
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,24,24
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,16,16
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,39,39
VINTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,29,29
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,43,43
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,12,12
YOCALLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,1,1
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,22,22
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-06-01,4,4
ACHACACHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,8,8
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,14,14
ANZALDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,15,15
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,69,69
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,21,21
BOLPEBRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,34,34
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,88,88
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,13,13
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,20,20
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,23,23
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,25,25
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,65,65
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,92,92
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1394,1394
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,52,52
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,11,11
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,15,15
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,24,24
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,9,9
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,443,443
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,22,22
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,40,40
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,4,4
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,41,41
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,10,10
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3079,3079
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,19,19
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,25,25
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,15,15
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,64,64
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,170,170
NACEBE (SANTA ROSA DEL ABUNA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,506,506
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
PAPEL PAMPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,29,29
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,32,32
PORVENIR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,358,358
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,19,19
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,32,32
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,58,58
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,117,117
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,68,68
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,196,196
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,249,249
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,12,12
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,70,70
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
SAN ANTONIO DE LOMERIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,15,15
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,7,7
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,21,21
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,10,10
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,85,85
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,4,4
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,32,32
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,19,19
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,20,20
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,37,37
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3885,3885
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,27,27
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,839,839
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,7,7
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,9,9
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,796,796
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
TEOPONTE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,6,6
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,90,90
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,3,3
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,298,298
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,26,26
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,34,34
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,1,1
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,40,40
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,18,18
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,64,64
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,22,22
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,11,11
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,31,31
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,30,30
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,67,67
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,2,2
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,11,11
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-07-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,10,10
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,8,8
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,8,8
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,11,11
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,50,50
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,19,19
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,28,28
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,83,83
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,8,8
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,27,27
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,22,22
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,124,124
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2236,2236
COLCAPIRHUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,15,15
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,5,5
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,37,37
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,23,23
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,31,31
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,572,572
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,21,21
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,35,35
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,30,30
EUCALIPTUS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
GUANAY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,35,35
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,4,4
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,18,18
LA ASUNTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3421,3421
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,26,26
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,7,7
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,10,10
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,43,43
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,170,170
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,450,450
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,16,16
PALOS BLANCOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,5,5
PAPEL PAMPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,4,4
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,24,24
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,54,54
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,362,362
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,18,18
PUERTO QUIJARRO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
PUERTO RICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,76,76
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,62,62
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,172,172
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,69,69
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,182,182
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,85,85
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,11,11
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,7,7
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,70,70
SAMAIPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,10,10
SAN ANTONIO DE LOMERIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,18,18
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,16,16
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,86,86
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,5,5
SAN JOAQUIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,4,4
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,8,8
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,29,29
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,65,65
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,7,7
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,15,15
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,11,11
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,18,18
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,4094,4094
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,27,27
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,6,6
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1115,1115
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,8,8
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,664,664
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,4,4
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,10,10
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,23,23
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,3,3
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,84,84
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,32,32
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,27,27
UYUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,34,34
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,31,31
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,61,61
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,18,18
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,75,75
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,57,57
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,82,82
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,13,13
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,13,13
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-08-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,10,10
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,14,14
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,17,17
ATOCHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,15,15
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,57,57
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,25,25
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,45,45
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,98,98
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,6,6
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,27,27
CHALLAPATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,2,2
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-09-01,22,22
