municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,23,23
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,22,22
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
COLQUENCHA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,4,4
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,50,50
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,7,7
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,94,94
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,8,8
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,13,13
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,57,57
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,13,13
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,11,11
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,6,6
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
SAN JOAQUIN,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,9,9
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,106,106
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,13,13
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,6,6
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,4,4
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,8,8
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
VACAS,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,3,3
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,4,4
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,5,5
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,8,8
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,9,9
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2009-07-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
ARANI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
ARQUE,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,6,6
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,24,24
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
CHOQUE COTA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,31,31
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
COMBAYA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,4,4
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,61,61
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,6,6
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,78,78
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,4,4
LORETO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,8,8
OCURI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,9,9
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
PAILON,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
PAMPA GRANDE,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
POCONA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
POOPO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
PORCO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,26,26
PRESTO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,12,12
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,9,9
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
SAN ANDRES,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,4,4
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN PEDRO DE TIQUINA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,106,106
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,13,13
TACOBAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,10,10
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
VACAS,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,1,1
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,5,5
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,3,3
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,9,9
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-08-01,4,4
ACACIO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,5,5
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
AYO AYO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
BATALLAS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CALAMARCA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,19,19
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,29,29
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
COPACABANA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,67,67
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,5,5
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
HUACARETA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
ICLA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,9,9
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,111,111
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,5,5
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,16,16
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,12,12
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
PADILLA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
PORTACHUELO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,12,12
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,11,11
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
QUIABAYA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
QUIME,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,13,13
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,8,8
SAIPINA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SAMAIPATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,5,5
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,121,121
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SORACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,18,18
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
TACOBAMBA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,7,7
TARVITA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,6,6
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,4,4
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,11,11
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,3,3
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,17,17
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2009-09-01,2,2
ACACIO,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,3,3
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,2,2
CALACOTO,tuberculosis,tratamientos iniciados con esquema l,2009-10-01,1,1
