municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
ARANI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,28,28
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
BELEN DE URMIRI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,81,81
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,30,30
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,30,30
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,121,121
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,24,24
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,34,34
CHIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-07-01,31,31
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,63,63
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,302,302
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,46,46
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,29,29
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-07-01,16,16
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,17,17
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,23,23
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,33,33
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,26,26
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,21,21
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,444,444
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,88,88
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,46,46
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,32,32
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,9,9
FILADELFIA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-07-01,29,29
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-07-01,30,30
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
ICLA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,33,33
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,19,19
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,36,36
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,49,49
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,633,633
LA RIVERA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
LAJA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
LLICA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
MINEROS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,17,17
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
MOJINETE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,57,57
MONTERO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,78,78
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
OCURI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,16,16
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
ORURO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,154,154
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
PADILLA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
PAILON,tuberculosis,n de sintomaticos respiratorios,2009-07-01,23,23
PALCA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,23,23
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
POCOATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
POCONA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
POOPO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
PORCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
POROMA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,17,17
PORONGO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,19,19
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
POTOSI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,173,173
PRESTO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
PUERTO SILES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-07-01,86,86
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,38,38
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,34,34
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,38,38
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
REYES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,71,71
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,9,9
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
SABAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,73,73
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,62,62
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,27,27
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,24,24
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,29,29
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-07-01,78,78
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,12,12
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,24,24
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,20,20
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1186,1186
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,16,16
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
SENA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
SICAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,42,42
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
SORATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,27,27
SUCRE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,334,334
TACACHI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,23,23
TARIJA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,222,222
TARVITA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,33,33
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,16,16
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2009-07-01,6,6
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,24,24
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,33,33
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,31,31
TOCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
TOLATA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
TOMINA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,20,20
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,10,10
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2009-07-01,59,59
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,19,19
TURCO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
UMALA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
UNCIA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,14,14
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2009-07-01,5,5
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,9,9
UYUNI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,13,13
VACAS,tuberculosis,n de sintomaticos respiratorios,2009-07-01,16,16
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
VIACHA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,27,27
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,45,45
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,4,4
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,8,8
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,90,90
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2009-07-01,15,15
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2009-07-01,29,29
VINTO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,22,22
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
WARNES,tuberculosis,n de sintomaticos respiratorios,2009-07-01,53,53
YACO,tuberculosis,n de sintomaticos respiratorios,2009-07-01,3,3
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,130,130
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-07-01,85,85
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,7,7
YOTALA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,2,2
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2009-07-01,1,1
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2009-07-01,11,11
ACACIO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,29,29
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,6,6
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,11,11
ALALAY,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
ALCALA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,4,4
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2009-08-01,12,12
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,3,3
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,3,3
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,5,5
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
ARANI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,6,6
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,4,4
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,4,4
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-08-01,8,8
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-08-01,7,7
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-08-01,7,7
BELEN DE URMIRI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,99,99
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-08-01,16,16
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-08-01,3,3
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,5,5
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,20,20
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-08-01,26,26
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,5,5
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,5,5
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,37,37
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-08-01,4,4
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,28,28
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,20,20
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,4,4
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,12,12
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,151,151
CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,16,16
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
CATACORA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,22,22
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,9,9
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,37,37
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,8,8
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,25,25
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-08-01,26,26
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,6,6
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,17,17
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,66,66
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,222,222
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,69,69
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,9,9
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,16,16
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,20,20
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-08-01,8,8
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,27,27
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-08-01,12,12
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,5,5
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-08-01,39,39
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-08-01,32,32
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-08-01,7,7
