,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,4,2,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,26,27,0,53
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,22,12,0,34
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,7,4,0,11
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,9,2,0,11
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,1,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,1,23,12,0,36
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,4,0,0,4
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,5,1,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,3,2,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-10-01,0,0,4,4,0,8
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,1,0,2
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,1,0,4
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,1,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,0,2,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,7,5,7,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,44,40,0,84
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,1,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,0,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,23,19,2,44
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,14,3,0,17
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,24,15,0,39
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,1,0,4
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,1,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,2,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,19,4,0,23
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,4,2,0,6
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,0,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,8,7,0,15
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,24,6,0,30
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,6,1,0,7
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,6,4,0,10
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,2,4,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,7,1,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,11,17,0,28
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,13,13,0,26
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,7,1,0,8
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,1,10,6,0,17
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,0,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,3,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-11-01,0,0,9,7,0,16
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,0,2,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,0,1,0,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,4,1,0,5
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,4,2,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,3,0,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,2,2,0,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,14,3,0,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,75,38,0,113
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,1,29,14,1,45
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,20,4,0,24
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,16,15,0,31
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,2,2,0,4
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,1,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,2,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,15,6,0,21
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,4,2,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,3,1,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,18,8,0,26
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,10,1,0,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,4,0,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,6,0,0,6
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,1,4,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,1,4,9,1,15
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,15,14,0,29
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,2,7,0,9
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,23,6,0,29
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,2,1,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,1,0,6,4,0,11
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,3,2,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2021-12-01,0,0,11,5,0,16
