,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,0,0,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,6,2,0,10
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,1,0,2
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,20,7,0,0,0,27
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,1,2,1,6
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,3,0,0,0,3
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,4,1,0,0,5
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,92,59,0,2,1,154
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,5,21,9,1,37
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,81,54,2,1,0,138
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,22,3,3,29
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,2,1,5
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,10,63,75,19,12,179
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,4,0,0,4
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,3,0,0,5
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,0,5,0,0,6
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,12,2,0,16
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,2,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,3,0,0,3
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,10,6,3,2,21
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,1,0,2
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,0,1,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,81,58,4,0,1,144
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,11,5,0,16
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,0,0,0,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,1,1,1,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,31,146,73,0,250
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,3,3,5,12
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,3,0,0,4
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,13,10,1,0,0,24
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,280,371,200,51,1,903
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,2,0,0,2
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,1,0,3
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,0,1,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,15,19,0,1,0,35
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,10,74,26,0,110
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,62,72,2,1,0,137
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,0,2,0,0,3
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,5,3,0,9
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,46,35,0,0,0,81
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,3,0,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,6,22,66,40,21,155
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,4,1,2,0,7
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,0,1,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,2,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,29,32,0,0,0,61
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,27,31,1,0,0,59
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,3,9,0,0,0,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,9,3,0,0,12
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,0,1,0,1
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,3,1,0,0,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,1,1,0,0,2
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,4,3,0,1,8
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,2,1,1,0,4
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,26,29,1,0,0,56
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,10,22,16,0,48
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,0,0,5,1,0,6
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,25,33,3,0,0,61
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,1,3,2,2,0,8
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-08-01,52,40,2,1,0,95
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,14,20,0,0,0,34
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,2,0,0,2
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,7,3,0,14
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,1,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,28,40,0,1,0,69
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,3,0,0,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,8,1,2,1,12
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,1,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,14,14,1,1,0,30
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,10,6,0,0,0,16
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,2,1,0,3
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,2,0,3
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,3,1,0,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,2,0,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,5,3,0,0,8
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,7,4,2,0,13
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,28,28,2,0,58
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,1,0,0,2
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,24,17,0,0,41
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,37,29,1,0,0,67
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,18,84,45,5,152
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,3,0,0,4
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,1,3,0,5
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,2,0,3
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,33,24,1,0,0,58
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,3,1,0,0,4
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,2,0,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,0,0,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,2,2,10,3,2,19
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,4,0,0,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,13,25,1,1,0,40
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,6,12,0,1,0,19
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,2,0,0,2
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,3,2,0,5
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,39,37,1,1,0,78
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,62,48,4,2,1,117
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,0,0,1
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,3,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,3,0,0,3
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,4,0,0,4
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,2,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,2,1,2,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,5,10,43,22,4,84
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,11,2,0,14
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,14,17,0,0,0,31
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,16,9,0,26
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,6,9,2,1,4,22
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,6,0,0,6
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,3,3,0,7
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,32,34,0,0,1,67
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,28,22,0,0,0,50
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,1,0,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,0,0,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,2,3
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,3,2,2,8
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,8,11,0,0,0,19
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,3,3,0,7
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,1,0,2
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,1,0,0,5
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,85,57,2,1,0,145
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,3,0,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,3,4,4,0,11
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,36,58,2,0,0,96
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,10,4,0,15
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,2,2,1,9
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,0,1,0,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,4,4,1,0,9
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,27,88,210,68,28,421
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,7,17,9,0,33
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,8,0,0,9
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,4,0,0,4
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de varones que recibieron orientacion en anticoncepcion,2021-09-01,0,1,1,1,0,3
