,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,0,1,0,3
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,1,1,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,1,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,78,95,18,28,219
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,3,4
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,1,2
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,1,0,0,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,2,0,3,6
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,1,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,3,4,8
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,7,10,0,0,17
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,3,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,10,0,0,12
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,5,1,2,1,9
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,10,14,7,7,38
TURCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,1,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,0,4,13,17
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,1,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,3,6,0,0,9
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,2,1,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,7,6,9,3,25
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,5,0,0,7
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,1,6,3,12
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,7,5,1,6,19
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,2,3,1,3,9
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,0,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,0,1,7,4,12
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,4,1,0,0,5
YOTALA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-04-01,1,1,0,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,2,0,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,1,0,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,4,4
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,1,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,0,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,1,2,5
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,4,4,1,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,2,0,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,6,9,5,20
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,3,6,3,15
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,2,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,30,18,8,8,64
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,5,3,12
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,2,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,2,0,4
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,1,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,0,2
CORQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,2,1,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,1,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,21,24,37,34,116
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,2,0,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,4,0,0,7
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,2,1,7
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,0,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,1,0,5
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,5,3,10
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,2,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,1,0,5
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,5,2,0,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,24,23,2,1,50
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,2,2,4,8
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,3,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,0,0,4
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,2,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,4,0,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,6,11,3,4,24
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,1,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,13,13,3,2,31
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,4,14,5,26
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,2,1,4
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,13,4,11,3,31
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,1,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,8,1,0,10
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,3,0,0,3
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,9,5,18
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,1,4,3,10
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,2,4,4,12
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,2,3
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,6,5,1,1,13
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,8,5,1,0,14
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,1,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,5,4,6,4,19
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,0,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,12,15,24,25,76
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,0,0,0,2
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,2,0,0,3
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,2,6,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,86,83,5,9,183
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,3,2,0,5
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,2,0,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,1,2
SICAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,2,0,0,5
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,3,0,1,7
TARATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,5,1,0,9
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,2,1,4
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,2,8,5,15
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,4,5,23,35
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,1,0,4,6
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,4,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,3,1,0,0,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,2,1,3,4,10
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,1,2,0,2,5
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,7,4,0,2,13
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,4,3,2,2,11
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-05-01,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,3,1,0,0,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,1,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,2,1,0,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,3,3,6
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,1,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,3,4,6,5,18
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,1,7,10,19
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,1,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,2,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,3,1,4
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,6,4,11
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,2,1,2,3,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,2,2,0,4
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,21,34,3,1,59
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,1,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,2,3
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,1,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,3,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,2,7,0,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,35,34,33,29,131
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,4,2,0,0,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,3,2,2,8
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,2,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,1,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,1,0,2,4
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,3,0,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,3,0,0,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,5,3,1,3,12
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,16,18,2,1,37
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,4,1,5
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,0,3,3
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,2,0,3,0,5
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,2,4,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,12,8,0,1,21
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,4,1,5,4,14
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,2,0,0,2
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,16,18,2,1,37
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,9,11,20
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,0,0,2,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,1,2,0,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2016-06-01,0,1,1,1,3
