,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,0,3,1,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,3,10,12,27
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,57,83,3,7,150
LAJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,1,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,1,2
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,7,6,13
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,1,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,0,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,3,1,5
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,0,1,1,5
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,25,22,6,3,56
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,3,0,3
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,30,25,146,114,315
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,2,0,0,4
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,1,2,2,8
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,3,1,1,7
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,2,3
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,0,0,1
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,2,2,4
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,1,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,1,11,7,22
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,1,1,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,17,23,11,7,58
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,4,0,1,8
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,1,1,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,3,8,7,21
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,2,2,2,8
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,6,13,1,1,21
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,4,10,2,0,16
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,0,1
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,0,1,4,7
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,6,7,18,7,38
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,3,2,1,8
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,3,1,0,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,1,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,4,2,6
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,1,15,10,29
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,2,1,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,28,28,11,12,79
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,10,5,15
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,7,12,3,1,23
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,2,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,1,1,0,4
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,1,0,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,1,1,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,10,8,29,40,87
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,2,1,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,206,209,32,39,486
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,1,1,2,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,4,0,2,7
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,1,0,0,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,3,0,3,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,3,4,2,12
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,2,1,0,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,2,3,6
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,5,8,0,0,13
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,2,0,1,3
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,4,0,0,5
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,11,2,10,13,36
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,4,1,0,1,6
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,0,3,3,9
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,56,27,20,24,127
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,4,2,0,0,6
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,0,1
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,2,0,1,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,46,41,32,23,142
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,3,5,2,11
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,10,5,4,5,24
VACAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,6,8,0,0,14
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,0,3,1,4
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,12,14,13,7,46
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,0,2,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,3,4,29,25,61
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,15,11,5,7,38
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,1,3,0,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,32,33,27,48,140
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-04-01,10,6,1,3,20
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,1,1,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,3,5
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,13,6,4,25
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,26,21,6,2,55
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,5,18,4,28
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,0,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,7,5,5,5,22
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,5,0,1,10
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,1,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,2,4
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,0,4,0,6
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,12,5,0,0,17
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,1,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,9,5,37,47,98
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,1,1,2,6
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,4,0,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,2,1,0,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,5,2,1,12
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,2,6,4,14
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,2,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,32,19,8,5,64
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,2,2,2,7
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
COLLANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,2,1,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,1,2,3,8
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,2,2
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,1,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,3,1,0,5
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,6,5,11,26
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,33,28,42,36,139
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,1,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,1,0,0,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,2,2,1,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,6,7,14
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,1,5,1,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,3,2,5
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,3,0,4
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,6,3,9
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,2,1,0,3
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,0,0,1,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,2,1,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,4,1,0,5
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,48,39,1,0,88
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,0,1,1,4
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,1,1,3
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,2,0,0,6
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,6,3,9
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,5,6,0,1,12
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,3,3
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,0,0,0,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,1,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,9,22,5,4,40
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,42,42,11,6,101
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,2,14,7,27
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,0,2
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,1,0,2
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,0,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,3,4,9
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,10,4,10,2,26
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,3,0,1,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,7,1,0,8
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,3,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,7,7,16
QUIRUSILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,7,7,10,4,28
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,9,1,1,2,13
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,11,14,4,3,32
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,2,2
SACACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,0,0,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,8,6,0,1,15
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,3,0,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,12,7,1,6,26
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,0,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,26,28,20,16,90
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,5,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,6,9,0,0,15
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,5,7,2,2,16
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,2,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,2,1,1,4
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,4,8,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,152,149,35,33,369
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,2,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,3,2,0,5
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,1,0,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,4,4,1,12
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,2,0,0,5
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,1,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,7,0,0,10
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,2,3,2,8
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,5,0,1,9
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,7,2,10
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,2,7,5,14
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
TOCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,1,1,2
TRIGAL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,25,35,6,54,120
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,2,0,1,5
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,0,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,7,8,0,5,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,5,7,0,0,12
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,3,2,3,3,11
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,2,2,2,6
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,1,0,0,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,0,0,2,3,5
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,2,3,5,3,13
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,5,6,5,9,25
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,13,13,0,2,28
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,5,6,2,2,15
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,1,3,0,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,12,3,3,6,24
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-05-01,4,2,2,1,9
